dataset,round,reference,method,kind,operating_point,d_balanced_accuracy,d_balanced_accuracy_lo,d_balanced_accuracy_hi,d_balanced_accuracy_p,d_mcc,d_mcc_lo,d_mcc_hi,d_mcc_p,d_sensitivity,d_sensitivity_lo,d_sensitivity_hi,d_sensitivity_p,d_specificity,d_specificity_lo,d_specificity_hi,d_specificity_p
CAID2 Disorder-NOX,caid2,disorder_nox,DisoPred,DED,literal,0.0830254925643975,0.0451350923569208,0.12054464128420775,0.001,0.14530628857918698,0.07634213385768963,0.2139966405340783,0.001,0.16131690913128713,0.08712595987364652,0.2364989866927897,0.001,0.004734075997507874,-0.025257432065561573,0.03419432929106369,0.756
CAID2 Disorder-NOX,caid2,disorder_nox,Dispredict2,DED,literal,-0.11595163244099206,-0.1651859487345322,-0.06722870418147106,0.001,-0.20964838808924305,-0.3065140678974645,-0.11345851611796469,0.001,-0.26374499281314306,-0.350121464800465,-0.17457133731823776,0.001,0.031841727931158935,-0.01725270589693358,0.08190221082105552,0.234
CAID2 Disorder-NOX,caid2,disorder_nox,Dispredict3,DED,literal,-0.018960798497028756,-0.07628803108363152,0.03722796001186998,0.51,0.051608798216806376,-0.054660878959790674,0.1604782349138703,0.376,-0.25122420601589407,-0.3642812042532266,-0.13717553219641074,0.001,0.2133026090218366,0.16456774716367426,0.2617643396639191,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,IDP-Fusion,DED,literal,0.07979141299947604,0.046785983684181714,0.11175689862665909,0.001,0.13270221027295415,0.07269002463443594,0.19346376030870135,0.001,0.2766773651160353,0.21518731067392896,0.3422383040204189,0.001,-0.1170945391170832,-0.14640178089318748,-0.08844340670289133,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,rawMSA,DED,literal,0.0745790227745687,0.02241522393634848,0.11934464340306916,0.006,0.1268506342560275,0.03306654837768806,0.20843300311807456,0.006,0.17436944160930004,0.0679305453823034,0.2718249321342078,0.001,-0.02521139606016265,-0.05977054427003985,0.009150418152659321,0.156
CAID2 Disorder-NOX,caid2,disorder_nox,metapredict,DED,literal,0.07823911919552412,0.04771278501733088,0.10876408608199725,0.001,0.12963376186746864,0.07152558817906934,0.1878182128662588,0.001,0.23520839667648813,0.17264328551058228,0.3007858395156836,0.001,-0.0787301582854399,-0.09968042980903215,-0.05935751400598781,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,disomine,DED,literal,0.003411359672258818,-0.05303735936151476,0.0690343760657279,0.926,0.05378083922265487,-0.06231592682038753,0.17135323255693197,0.364,-0.1457722740659782,-0.2647181747814499,-0.020712184614461317,0.03,0.15259499341049584,0.10570885727843325,0.20146274173208353,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,s2D,DED,literal,-0.02258342672736329,-0.05537082968068061,0.007737411266171227,0.136,-0.044441073999436836,-0.10753429307020296,0.011769026538003553,0.124,0.21165108513846043,0.15082556970340336,0.26992524389962064,0.001,-0.256817938593187,-0.2779471477177732,-0.23406987038534527,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,AlphaFold-rsa,AF,calibrated,0.010900291441457469,-0.008802252791245226,0.02935896020119939,0.284,0.0181041631359396,-0.017051835796138233,0.05072513448986716,0.31,-0.034165524045744515,-0.07436085443061277,0.0027424059681516928,0.074,0.055966106928659456,0.03498555856721152,0.07687386045411482,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,AIUPred,DED,calibrated,-0.0007861596667677633,-0.0318895436644072,0.03170657812674597,0.968,-0.0013143567717597588,-0.05533082024027135,0.057293741150468376,0.974,-0.08187762063454505,-0.1394526488393198,-0.023244277048820053,0.01,0.08030530130100953,0.047224827756990446,0.1105353663017414,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,IUPred3,DED,calibrated,-0.010988228368066668,-0.04057279962203242,0.017367301167064437,0.458,-0.01542495643315053,-0.06349727673747836,0.035571887947767375,0.554,-0.14477696000283952,-0.19960888846244818,-0.09364687981303074,0.001,0.12280050326670619,0.09000755364825402,0.15186748424910645,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,ESpritz-D,DED,calibrated,0.003983048082911549,-0.03132087196328993,0.041465454977575464,0.846,0.00743418398135336,-0.05460717572214795,0.07423627129911471,0.84,0.004438061970393048,-0.05078772418619065,0.06259219973692638,0.882,0.0035280341954300443,-0.055113179796820726,0.05499797105461498,0.874
CAID2 Disorder-NOX,caid2,disorder_nox,ESpritz-N,DED,calibrated,-0.03904517751064762,-0.06469916426535867,-0.012205217970819261,0.002,-0.06883572319884289,-0.11288846372169924,-0.021622649102086406,0.004,-0.047576101965309335,-0.09075418639868879,-0.0034142365285968505,0.04,-0.030514253055985912,-0.06117050407937501,0.00016325408555025825,0.052
CAID2 Disorder-NOX,caid2,disorder_nox,ESpritz-X,DED,calibrated,-0.03514058446419821,-0.06581191379543304,-0.004871179703616559,0.022,-0.061506501349576706,-0.1170793718939889,-0.008439360488352017,0.022,-0.15501103651942091,-0.20987922283101562,-0.10245028588111314,0.001,0.0847298675910245,0.053791869381806606,0.11706999056957762,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,MobiDB-lite,DED,calibrated,-0.015517343429232467,-0.04067493547891737,0.009499644298812983,0.23,-0.02732565609494448,-0.07033106818879777,0.017709978096786674,0.224,-0.11155436795620305,-0.1552327205511864,-0.06738623452244775,0.001,0.08051968109773813,0.053430772969525434,0.10679299444449718,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,flDPnn,DED,calibrated,0.002201095377937633,-0.027324593744939472,0.03133147905930013,0.912,0.003187429455725285,-0.049813780317338505,0.055193332364973334,0.936,-0.008586057246461694,-0.0568188322000594,0.04311572910784871,0.744,0.012988248002336956,-0.02990713386959816,0.05534380738414591,0.534
CAID2 Disorder-NOX,caid2,disorder_nox,flDPnn2,DED,calibrated,0.014342583085053602,-0.018571334781185143,0.047372131343528995,0.368,0.026054982443351533,-0.03359722475270017,0.08336006315535352,0.372,-0.07448593865978838,-0.13404267197967162,-0.0102972182155581,0.02,0.10317110482989557,0.06427427614013263,0.14064859134919153,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,DISOPRED3-diso,DED,calibrated,-0.02116303736733596,-0.044940425962583117,0.0012364313721583801,0.066,-0.03853592251477087,-0.07888940898676082,0.0008468425821706869,0.056,-0.06393984818404197,-0.10665820147248206,-0.025150223327472826,0.002,0.02161377344937005,-0.01021323883691734,0.04799216454456412,0.138
CAID2 Disorder-NOX,caid2,disorder_nox,SETH-0,DED,calibrated,0.018807586751436206,0.006123004309641228,0.031225138504422253,0.002,0.032835494083156065,0.00978163929872292,0.05575968323043592,0.002,0.012224773264709398,-0.009350855333394645,0.033784744007523904,0.266,0.025390400238163004,0.008429734237214465,0.04291501595404251,0.002
CAID2 Disorder-NOX,caid2,disorder_nox,SETH-1,DED,calibrated,0.007724933477720143,-0.0075821895824469965,0.022546351168438478,0.316,0.012651686671488483,-0.01367703580249255,0.03960670242753108,0.346,-0.018520834376171563,-0.0405469973481447,0.004386805680071411,0.102,0.03397070133161185,0.014266874208484789,0.05251512543805696,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,VSL2,DED,calibrated,-0.020705578664424296,-0.047621174032226085,0.007126921111165454,0.162,-0.0375871300152853,-0.08507482419568363,0.011766597551156296,0.154,-0.05093675237028326,-0.09566121256326555,-0.002846152817151151,0.042,0.009525595041434683,-0.03015959551626209,0.041103484244670266,0.576
CAID2 Disorder-NOX,caid2,disorder_nox,SPOT-Disorder,DED,calibrated,0.005780829736656631,-0.015359707360427022,0.027628772883919607,0.59,0.009509108214776556,-0.028035984505324928,0.047726413224663373,0.628,-0.01650571187930964,-0.054002692968689946,0.019183949687941373,0.364,0.028067371352622904,-0.002879221240033025,0.060326108220156015,0.082
CAID2 Disorder-NOX,caid2,disorder_nox,SPOT-Disorder2,DED,calibrated,0.03036496676450793,0.01528573701664901,0.046409972009588636,0.001,0.0528955303657729,0.02581828776997969,0.08249670145563658,0.001,0.0023302669269635408,-0.027073928497371363,0.03035115136820486,0.856,0.05839966660205232,0.03936361633972586,0.07736980340830482,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,SPOT-Disorder-Single,DED,calibrated,0.005958759117622839,-0.018164682864124766,0.029722855175554307,0.634,0.009630998992448106,-0.0324806761113542,0.05074022811450241,0.674,-0.04417610555727145,-0.0893854219834839,0.00018431192521415642,0.052,0.056093623792517124,0.02987037877942312,0.08175664502946882,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,DisEMBL-dis465,DED,calibrated,-0.07680735014066027,-0.10478267819603103,-0.047606256797515435,0.001,-0.13712185214614062,-0.18685896002153038,-0.08535170654331468,0.001,-0.1926965961233293,-0.23750642842460587,-0.1443116525103408,0.001,0.03908189584200873,0.006133049235245567,0.07228476044527567,0.024
CAID2 Disorder-NOX,caid2,disorder_nox,DisEMBL-disHL,DED,calibrated,-0.11079393185082612,-0.14033848274500363,-0.07982644304039752,0.001,-0.19130247606511422,-0.24492273959115438,-0.13937318959685602,0.001,-0.06550567426931406,-0.11146870168258301,-0.020249539577619807,0.002,-0.15608218943233818,-0.1957001169568012,-0.11684760992208108,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,IsUnstruct,DED,calibrated,-0.02319437143301704,-0.04851005324781198,0.003909103371367348,0.106,-0.04236294212608635,-0.08800042926314273,0.006140924096881756,0.102,-0.08664599422634109,-0.13070368367346533,-0.04234407740627494,0.001,0.04025725136030701,0.0027727494796484452,0.07096091437826835,0.04
CAID2 Disorder-NOX,caid2,disorder_nox,RONN,DED,calibrated,-0.039628956906015006,-0.06520614226485448,-0.015165683910065998,0.002,-0.07166761946924041,-0.11656572461501215,-0.02814592730967969,0.002,-0.10604765546374166,-0.14671987796482072,-0.06317583153007686,0.001,0.026789741651711652,-0.005963523639067749,0.05391870216116995,0.116
CAID2 Disorder-NOX,caid2,disorder_nox,PreDisorder,DED,calibrated,-0.013995893558217993,-0.03804377269942624,0.009223702567402955,0.256,-0.025878189443186216,-0.06738427236490936,0.015344536377757333,0.234,-0.045213819079845396,-0.08662155694439118,-0.00015841241930841245,0.05,0.017222031963409407,-0.006498600056939793,0.04032790352014865,0.142
CAID2 Disorder-NOX,caid2,disorder_nox,OPAL,DED,calibrated,-0.09139873155113133,-0.1430500193521034,-0.04041450736195627,0.001,-0.15940896624529297,-0.26007592634521526,-0.06357219075714969,0.001,-0.06751777480931172,-0.15089256408422744,0.026706496949492897,0.156,-0.11527968829295096,-0.1758583531880968,-0.058300694319941525,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,pyHCA,DED,calibrated,-0.011371443719136206,-0.04180455766639752,0.018940161506202206,0.486,-0.020412679725682628,-0.07532755703753105,0.03171332008150564,0.458,-0.09430523520847217,-0.15069973742092022,-0.0381537914211136,0.001,0.07156234777019974,0.040893650561474114,0.10241261567181366,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,DeepIDP-2L,DED,calibrated,-0.023073674668942248,-0.06350503454495868,0.015367869243757453,0.282,-0.0072880200560617526,-0.08049378087986257,0.06071497346487719,0.868,-0.29411150721991386,-0.37601308076986284,-0.224874425386384,0.001,0.24796415788202933,0.2103889945852763,0.28451918786212965,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,PredIDR-long,DED,calibrated,-0.0029010987606350467,-0.022582346060556088,0.018792711844909653,0.788,-0.0033577702409777555,-0.038329169210737965,0.03491150710230787,0.854,0.016062541235267964,-0.020901560440963234,0.05261855336258664,0.388,-0.02186473875653806,-0.049617769146369006,0.006350658901428552,0.116
CAID2 Disorder-NOX,caid2,disorder_nox,PredIDR-short,DED,calibrated,-0.007612660185024597,-0.027275013567150744,0.013839395274906803,0.464,-0.010018504642341823,-0.04419483329616971,0.02772983293508394,0.568,0.026832972822321846,-0.007293429674847348,0.06348790838739689,0.146,-0.04205829319237104,-0.06743877408377076,-0.014855062037854307,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,AUCpred-profile,DED,calibrated,-0.0027317233326226414,-0.019557467840370227,0.014638739777295027,0.756,-0.0049322772040757915,-0.03537012709545247,0.025228684657407196,0.762,-0.0060665920417133454,-0.03685126307501742,0.024429045848876965,0.706,0.0006031453764680668,-0.021508432666217096,0.02228568358855926,0.97
CAID2 Disorder-NOX,caid2,disorder_nox,AUCpred-no-profile,DED,calibrated,-0.025618453877724563,-0.04516184872007029,-0.005228658942307968,0.008,-0.04295020404534895,-0.07824201896523061,-0.00678651086224465,0.01,-0.0022311165275629157,-0.03634019544727997,0.033261724820629696,0.866,-0.0490057912278862,-0.07138986461160172,-0.02613863227167205,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,DisoPred,DED,calibrated,0.026097778146992823,0.0006297458044688732,0.05098406652824015,0.038,0.049920003402088575,0.007554987865618361,0.09399262109152527,0.01,-0.08003092142527919,-0.1229367386611995,-0.03902720571925688,0.001,0.13222647771926482,0.10250055019561236,0.16227258267051317,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,Dispredict2,DED,calibrated,-0.19536387217659001,-0.22956157124670193,-0.15708370849890133,0.001,-0.2694392781493262,-0.356992107782438,-0.1728200137219148,0.001,-0.8236611328273227,-0.8692838543134448,-0.764776119694979,0.001,0.4329333884741428,0.38236074733741504,0.4851886607046528,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,Dispredict3,DED,calibrated,0.009393985433138111,-0.020036906599534644,0.03779136711030119,0.55,0.017196604021318854,-0.034321692074046194,0.06784830203041743,0.522,0.018791705707288324,-0.03160789273543873,0.07252622462792087,0.476,-3.7348410121010865e-06,-0.047036160560132614,0.04160561204641652,0.994
CAID2 Disorder-NOX,caid2,disorder_nox,IDP-Fusion,DED,calibrated,0.020574294041280135,-0.012592863420089301,0.05010345159051288,0.198,0.04140391646598791,-0.016069612331924818,0.09319451191089552,0.154,-0.09948189350954979,-0.16193567162390934,-0.04655162632225476,0.001,0.14063048159211008,0.11425494014605189,0.1678992423253855,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,rawMSA,DED,calibrated,0.01869044228463902,-0.02490185492830476,0.058994397909711,0.378,0.04585821945408989,-0.028380131906287673,0.11675674248191933,0.23,-0.14378037447736086,-0.231373347572438,-0.06404328155874803,0.001,0.18116125904663885,0.14066568145465078,0.22252185503401467,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,metapredict,DED,calibrated,0.020737791946535026,0.0039278937761380115,0.03751119435026759,0.02,0.03584096836486921,0.00650532531433867,0.0660601693110882,0.022,-0.00463324444762989,-0.03589304854378904,0.02312109024655042,0.78,0.046108828340699945,0.0257488601785856,0.06722238964895988,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,disomine,DED,calibrated,0.011188341380747284,-0.02059387520755778,0.0427574568113105,0.492,0.02074836512331003,-0.0349992078879053,0.07712568141701195,0.474,0.0218390290878972,-0.041751300825679294,0.0811466239990778,0.47,0.0005376536735973687,-0.041144480791758614,0.04731192466008822,0.99
CAID2 Disorder-NOX,caid2,disorder_nox,s2D,DED,calibrated,-0.08465042959383103,-0.1062590561835205,-0.06301382687043305,0.001,-0.13726912354211043,-0.17745726995611183,-0.09765222334198635,0.001,0.008904092412696716,-0.025175507085504235,0.0450693188435121,0.606,-0.1782049516003588,-0.20538875846785484,-0.15108333667335003,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,AlphaFold-rsa,AF,content,0.01854449252201998,-0.017987792567506416,0.05516048967659056,0.3,0.03720485892362818,-0.02969815350411759,0.10493931631163736,0.278,0.02756139733675342,-0.0473845694688328,0.09914831462621525,0.446,0.009527587707286539,-0.017032638950869112,0.034349323540128256,0.482
CAID2 Disorder-NOX,caid2,disorder_nox,AIUPred,DED,content,0.0642645542731592,0.013108689013599885,0.10956148383283018,0.018,0.12888671462179283,0.035287811466075195,0.21809711320915956,0.01,0.09375751933861567,-0.006560724326829519,0.18566440954242305,0.07,0.03477158920770274,0.0009478024993851226,0.06950311317160798,0.044
CAID2 Disorder-NOX,caid2,disorder_nox,IUPred3,DED,content,0.05996722917154962,0.01107829642999536,0.10501340477835766,0.02,0.12017394664137933,0.03052218132639091,0.20747129120587826,0.01,0.08760699347445658,-0.01224332954841468,0.18109291219669532,0.076,0.03232746486864269,0.0010325636593627252,0.06408553207001524,0.05
CAID2 Disorder-NOX,caid2,disorder_nox,ESpritz-D,DED,content,0.08478939648928029,0.017312908233011567,0.14902233292582234,0.008,0.169628371845465,0.0435361000530646,0.29309213278880775,0.008,0.12364107366252464,-0.003610630780547222,0.2553418332061654,0.058,0.045937719316035956,0.0010498393347771072,0.09088708700258599,0.05
CAID2 Disorder-NOX,caid2,disorder_nox,ESpritz-N,DED,content,0.01835533115773329,-0.02278263143466555,0.056777849439145905,0.388,0.036997392384903745,-0.03905275277608857,0.11042054803334625,0.384,0.026720300618927877,-0.05114372168911852,0.10948279207626228,0.506,0.009990361696538701,-0.0214436586612426,0.04172839928819293,0.554
CAID2 Disorder-NOX,caid2,disorder_nox,ESpritz-X,DED,content,0.03502527585377909,-0.012144307031251932,0.07862785675857456,0.142,0.07030256663231418,-0.02117205873900518,0.1565751610958917,0.13,0.05053709550093917,-0.037734618265611204,0.13499669141726223,0.254,0.019513456206619026,-0.016011393422434513,0.05512236871360703,0.286
CAID2 Disorder-NOX,caid2,disorder_nox,MobiDB-lite,DED,content,0.02963873402100237,-0.016826701989231644,0.07703474323855497,0.224,0.07976590512604173,-0.014213155813223022,0.1707803586372252,0.088,-0.013616928521442003,-0.10531927013556934,0.07930852595330305,0.778,0.07289439656344676,0.043591020166295874,0.10235017774603512,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,flDPnn,DED,content,0.08213357929373574,0.03320547301443163,0.13316719641851657,0.001,0.16331081922736818,0.07506459407148913,0.2551269622613644,0.001,0.12095771390437587,0.02609819136447172,0.2320125905732313,0.012,0.04330944468309559,0.003552785315297208,0.08243800713584032,0.036
CAID2 Disorder-NOX,caid2,disorder_nox,flDPnn2,DED,content,0.08764331057501958,0.03571689644500221,0.14186870776417226,0.002,0.174550649564538,0.0802404863027253,0.2724563525792394,0.001,0.12806062012551359,0.023311546901617432,0.24843512517383853,0.012,0.04722600102452553,0.007046138774608757,0.08836879005875647,0.024
CAID2 Disorder-NOX,caid2,disorder_nox,DISOPRED3-diso,DED,content,0.009131596661337152,-0.03962366091834475,0.058131189382649426,0.71,0.019433725878471714,-0.07137364171870783,0.11211813412576431,0.694,0.01013317559811459,-0.09146271388955232,0.10608842066218928,0.85,0.008130017724559718,-0.021069093156382734,0.037719806308943865,0.574
CAID2 Disorder-NOX,caid2,disorder_nox,SETH-0,DED,content,0.026218649618651533,-0.009320584560280825,0.06106004063007713,0.138,0.052901780085075074,-0.017083170962581447,0.11943686936590886,0.114,0.037489977292346766,-0.034535755741087366,0.10966810618801989,0.288,0.014947321944956304,-0.010631991529358372,0.03923652415287022,0.264
CAID2 Disorder-NOX,caid2,disorder_nox,SETH-1,DED,content,0.03671151298608679,-0.006044044496222351,0.07693450301208478,0.08,0.07333882621291363,-0.004683035210695323,0.14995572632462703,0.066,0.05439802689689461,-0.030960991379682796,0.1355504784744098,0.184,0.01902499907527897,-0.005499209012239081,0.04409923934380849,0.144
CAID2 Disorder-NOX,caid2,disorder_nox,VSL2,DED,content,0.03050241314449107,-0.011845805060670324,0.07309126256211435,0.174,0.06137889265906083,-0.019087783437874102,0.14652658449750955,0.14,0.04402548889206853,-0.0424742860226263,0.12946556226104497,0.306,0.016979337396913617,-0.014770421466646833,0.05044568385684015,0.264
CAID2 Disorder-NOX,caid2,disorder_nox,SPOT-Disorder,DED,content,0.04560981959937512,-0.011916185139230814,0.09958887321230173,0.1,0.09188054661122441,-0.012940672818130283,0.19234719657373606,0.08,0.06596305296897091,-0.04026359974094958,0.17276799279571603,0.228,0.025256586229779342,-0.00821098552529009,0.06190671828895808,0.18
CAID2 Disorder-NOX,caid2,disorder_nox,SPOT-Disorder2,DED,content,0.0379100088059143,-0.015559115380792467,0.08957336272282201,0.156,0.07621686610142087,-0.02167964206131628,0.17606824929230475,0.126,0.055366118624360826,-0.05448094272124179,0.15780265808658347,0.308,0.020453898987467765,-0.014336151074424389,0.054512506491325684,0.228
CAID2 Disorder-NOX,caid2,disorder_nox,SPOT-Disorder-Single,DED,content,0.05327600946252457,0.0028091424757803827,0.10234872012312904,0.038,0.10676092110573858,0.010540918228107867,0.20136090943673332,0.028,0.0777602002491759,-0.023857568192000717,0.17587224986604866,0.128,0.028791818675873243,-0.003673430878045039,0.06111467633406906,0.084
CAID2 Disorder-NOX,caid2,disorder_nox,DisEMBL-dis465,DED,content,0.006635791672447407,-0.03534575272891298,0.04746093707496114,0.748,0.013399571431349674,-0.0657732778309048,0.09040851031160223,0.73,0.00904100260086097,-0.07265868121433494,0.08603899274994747,0.814,0.0042305807440338496,-0.02244639799151652,0.030142112607313223,0.764
CAID2 Disorder-NOX,caid2,disorder_nox,DisEMBL-disHL,DED,content,-0.025528619847289897,-0.0750856559648859,0.019690259134252527,0.292,-0.05114528128617161,-0.1448567588186877,0.036213168918987904,0.282,-0.0370271863067372,-0.13428505626086254,0.05643265194773573,0.434,-0.014030053387842585,-0.05136239561280663,0.022349506693388175,0.454
CAID2 Disorder-NOX,caid2,disorder_nox,IsUnstruct,DED,content,0.029693136737138658,-0.0130248144893444,0.07038955484484999,0.188,0.05947586352874957,-0.02432077315234133,0.13840371652551547,0.164,0.043340838521454046,-0.04092305015329689,0.12420223276639958,0.3,0.016045434952823272,-0.012555775638860834,0.04437187174769498,0.286
CAID2 Disorder-NOX,caid2,disorder_nox,RONN,DED,content,0.02355887733436654,-0.017564965856375445,0.06341731796555512,0.274,0.050676589681591895,-0.02771452918955571,0.12630517525950485,0.22,0.022312949851985904,-0.05999614850638187,0.10306737649474824,0.58,0.02480480481674717,-0.0024114635196213537,0.05166660641484301,0.084
CAID2 Disorder-NOX,caid2,disorder_nox,PreDisorder,DED,content,0.03378852297802455,-0.013457225210999313,0.08079491667280844,0.172,0.06746820849788474,-0.02082811633452419,0.1557487610793604,0.144,0.050065106870225314,-0.044268662228176055,0.1433038531307044,0.306,0.017511939085823797,-0.01298490964396421,0.045202156662222735,0.224
CAID2 Disorder-NOX,caid2,disorder_nox,OPAL,DED,content,-0.00899881182797067,-0.05663311966036541,0.040389453780213816,0.698,-0.018336206379195943,-0.11212413677108139,0.07906636639564768,0.702,-0.014161007236354077,-0.10383544732687498,0.078705970660869,0.768,-0.003836616419587262,-0.05664284579371097,0.048604263452658114,0.876
CAID2 Disorder-NOX,caid2,disorder_nox,pyHCA,DED,content,0.05937444810254423,-0.0006436670164372048,0.11939880454531888,0.056,0.1183455829026806,0.008763847145491424,0.22897754538695633,0.032,0.08771259645768396,-0.034219248371273533,0.20812342618965057,0.158,0.031036299747404534,-0.005811370415441363,0.06508152583543071,0.092
CAID2 Disorder-NOX,caid2,disorder_nox,DeepIDP-2L,DED,content,0.08299052265256586,0.033833756357089004,0.13042067504940907,0.001,0.16606368568389232,0.07443558771475714,0.2554281884865067,0.001,0.1205609807943872,0.02031464432284633,0.21790569071142066,0.014,0.04542006451074449,0.009401494869774114,0.07874186068768406,0.018
CAID2 Disorder-NOX,caid2,disorder_nox,PredIDR-long,DED,content,-0.0022687790041704386,-0.04623862025632668,0.03935835428711354,0.904,-0.004366896719413237,-0.08875093691950374,0.07640771341860322,0.91,-0.003137568948438063,-0.09366013841365774,0.0837587307713866,0.94,-0.0013999890599028081,-0.027691453497689648,0.025431761889351343,0.896
CAID2 Disorder-NOX,caid2,disorder_nox,PredIDR-short,DED,content,-0.0007477011006552319,-0.04200218461483148,0.0395443206816859,0.964,-0.000916098887289954,-0.08124470350942728,0.07652159530042782,0.97,-0.003115864311249581,-0.08761870033368879,0.07785511567226237,0.954,0.0016204621099391212,-0.024116743980064567,0.027084724972754593,0.898
CAID2 Disorder-NOX,caid2,disorder_nox,AUCpred-profile,DED,content,-0.09300766776276584,-0.1296529865655861,-0.05813702514251317,0.001,-0.1857352210235879,-0.2590574357728145,-0.11408174343068382,0.001,-0.4060808947337011,-0.4700740642034355,-0.3481861311753717,0.001,0.22006555920816945,0.18084883079032443,0.257675143492172,0.001
CAID2 Disorder-NOX,caid2,disorder_nox,AUCpred-no-profile,DED,content,0.03117310676992414,-0.013809292317964387,0.07333856118142214,0.192,0.06221506965986535,-0.02384755875478774,0.14341709853415163,0.176,0.04622657817679339,-0.04189184766525417,0.1305263542391517,0.298,0.016119635363054895,-0.018159571258731598,0.048636774868193906,0.338
CAID2 Disorder-NOX,caid2,disorder_nox,DisoPred,DED,content,0.089903297699106,0.0371195164407016,0.14108778279882064,0.001,0.17985593275343376,0.08020223977259662,0.27703683283029085,0.001,0.13125192718024276,0.027823895070191552,0.23186584932406684,0.012,0.04855466821796924,0.014172672156010318,0.07957716516043072,0.002
CAID2 Disorder-NOX,caid2,disorder_nox,Dispredict2,DED,content,-0.06532492873845439,-0.10759965077045372,-0.017804437996866308,0.01,-0.1307615202890273,-0.2177907910515011,-0.0353608163731987,0.012,-0.0941783793685583,-0.1750135575853846,-0.006347347716153215,0.036,-0.03647147810835047,-0.08544367144801686,0.013041267498834538,0.15
CAID2 Disorder-NOX,caid2,disorder_nox,Dispredict3,DED,content,0.07751277643824392,0.023857650796930065,0.13510035406051854,0.01,0.15431906295350323,0.05722117897697176,0.2594630793277527,0.008,0.11383702362906174,-0.002297097958435032,0.2303126484331691,0.054,0.041188529247426116,-0.004033426805198361,0.08859975431407897,0.08
CAID2 Disorder-NOX,caid2,disorder_nox,IDP-Fusion,DED,content,0.08315542416337479,0.032180826111523265,0.13330522114236787,0.001,0.1667387928244665,0.07158213221108471,0.2620382812751476,0.001,0.12019731804900094,0.015824648370508943,0.22512228406945253,0.02,0.04611353027774863,0.009916460809539035,0.07992318376708676,0.01
CAID2 Disorder-NOX,caid2,disorder_nox,rawMSA,DED,content,0.10087657751786731,0.038789820353675876,0.1581152162116585,0.006,0.20238277483207456,0.08400973583116904,0.31189759192303407,0.004,0.14673585533520334,0.015519730328272674,0.2657490710295065,0.03,0.05501729970053134,0.008041453810989302,0.10007070003746689,0.02
CAID2 Disorder-NOX,caid2,disorder_nox,metapredict,DED,content,0.03809049047893777,-0.00412715435492843,0.0826487445969154,0.076,0.07656417088897016,-0.001888437282728526,0.16034452116330855,0.054,0.05501511983690773,-0.03516309549956424,0.14430373830594292,0.242,0.02116586112096782,0.005883973397676096,0.03712268947920488,0.008
CAID2 Disorder-NOX,caid2,disorder_nox,disomine,DED,content,0.08423719306290085,0.02283349278432565,0.14633256369505176,0.004,0.16936895980008598,0.05562097120697518,0.28681164890938887,0.001,0.12239023769430543,-0.0004917014622916393,0.2543657475663103,0.054,0.0460841484314963,-0.002752951551290683,0.0939686016086552,0.058
CAID2 Disorder-NOX,caid2,disorder_nox,s2D,DED,content,-0.027133163198981413,-0.06397153215176414,0.005336884242984095,0.122,-0.054071384062449074,-0.12398565405345428,0.009617408301736309,0.112,-0.041102799412135016,-0.11302031050794295,0.021033833692543094,0.222,-0.013163526985827814,-0.04054219174994257,0.0180982038875254,0.366
CAID3 Disorder-PDB,caid3,disorder_pdb,AlphaFold-rsa,AF,literal,0.12175736951705954,0.10073791923067278,0.1436397092224433,0.001,0.12623931932607885,0.08909559933819479,0.16334807844802618,0.001,0.31111466580352726,0.26952410155997786,0.3562652825832802,0.001,-0.06759992676940815,-0.08329355053721209,-0.054172053054922294,0.001
CAID3 Disorder-PDB,caid3,disorder_pdb,AlphaFold3-pLDDT,AF,literal,-0.020601988611929842,-0.0518445304539238,0.00510474304974958,0.16,-0.0328242080795401,-0.08224809700552262,0.007391010668555459,0.154,-0.04067191716368155,-0.10347467965583415,0.011252971624471305,0.164,-0.0005320600601781257,-0.002844824029661605,0.0017100358668410253,0.684
