dataset,round,reference,plddt_cutoff,sensitivity,specificity,balanced_accuracy,mcc,sensitivity_long
CAID3 Disorder-NOX,caid3,disorder_nox,23.0,0.006490599820948971,0.9984858475590397,0.5024882236899944,0.04166835479566645,0.007029450975639316
CAID3 Disorder-NOX,caid3,disorder_nox,24.0,0.0104632945389436,0.9978997240335067,0.5041815092862252,0.05658883402300706,0.011331959762453036
CAID3 Disorder-NOX,caid3,disorder_nox,25.0,0.015946732318710834,0.9967518987960046,0.5063493155573577,0.06952744127194994,0.017270633862562113
CAID3 Disorder-NOX,caid3,disorder_nox,26.0,0.02478737690241719,0.9946272010159475,0.5097072889591824,0.08458075299582873,0.026663434735183615
CAID3 Disorder-NOX,caid3,disorder_nox,27.0,0.034970904207699195,0.991769848828974,0.5133703765183366,0.09696293745003269,0.037571203490486
CAID3 Disorder-NOX,caid3,disorder_nox,28.0,0.048455684870188004,0.9877890932180624,0.5181223890441252,0.11067801513817133,0.05193309901830081
CAID3 Disorder-NOX,caid3,disorder_nox,29.0,0.06238809310653536,0.9834175885901287,0.522902840848332,0.12251044197561953,0.06665858683795904
CAID3 Disorder-NOX,caid3,disorder_nox,30.0,0.08130035810205909,0.9783134295552788,0.529806893828669,0.14025035753001844,0.08653496545873228
CAID3 Disorder-NOX,caid3,disorder_nox,31.0,0.10401745747538048,0.9724277724863848,0.5382226149808826,0.16011057369961193,0.11053205672039752
CAID3 Disorder-NOX,caid3,disorder_nox,32.0,0.13165846016114593,0.9648570102815835,0.5482577352213648,0.18074757177205636,0.1398618349290995
CAID3 Disorder-NOX,caid3,disorder_nox,33.0,0.1584601611459266,0.9585561823821037,0.5585081717640151,0.2018752438707772,0.16828263240819294
CAID3 Disorder-NOX,caid3,disorder_nox,34.0,0.18548567591763654,0.9514250128214521,0.5684553443695444,0.21983429994607603,0.19694582474851532
CAID3 Disorder-NOX,caid3,disorder_nox,35.0,0.21128021486123547,0.9442938432608006,0.577787029061018,0.23542110339177405,0.22409404920615683
CAID3 Disorder-NOX,caid3,disorder_nox,36.0,0.2401521933751119,0.936771924683127,0.5884620590291194,0.2531723492612406,0.25390861713731666
CAID3 Disorder-NOX,caid3,disorder_nox,37.0,0.26751342882721574,0.9294698024275283,0.5984916156273721,0.26905105010141056,0.28220821718579564
CAID3 Disorder-NOX,caid3,disorder_nox,38.0,0.29884735899731424,0.9201650914596918,0.6095062252285031,0.2849535454519012,0.3146891285904739
CAID3 Disorder-NOX,caid3,disorder_nox,39.0,0.32794315129811996,0.9113976603902606,0.6196704058441903,0.29925995108936276,0.34468549266755544
CAID3 Disorder-NOX,caid3,disorder_nox,40.0,0.35631154879140553,0.904071116321098,0.6301913325562518,0.31513859982819553,0.37389407344564296
CAID3 Disorder-NOX,caid3,disorder_nox,41.0,0.3812667860340197,0.8967689940654993,0.6390178900497595,0.3274764867311556,0.4001333171736759
CAID3 Disorder-NOX,caid3,disorder_nox,42.0,0.40896374216651743,0.8888319046572398,0.6488978234118786,0.34135048038820776,0.428190522360926
CAID3 Disorder-NOX,caid3,disorder_nox,43.0,0.4343666069829902,0.8809436588761081,0.6576551329295491,0.3530733115291792,0.45382377893588655
CAID3 Disorder-NOX,caid3,disorder_nox,44.0,0.4601611459265891,0.8724204459423157,0.6662907959344524,0.3642317528665885,0.48042661495576294
CAID3 Disorder-NOX,caid3,disorder_nox,45.0,0.48466875559534467,0.8644345129069285,0.6745516342511366,0.37506973276146055,0.5050902920858078
CAID3 Disorder-NOX,caid3,disorder_nox,46.0,0.5086168307967771,0.8580115759396293,0.6833142033682031,0.3876732803782202,0.5293903769240093
CAID3 Disorder-NOX,caid3,disorder_nox,47.0,0.526857654431513,0.8522724497521186,0.6895650520918157,0.39609224864939135,0.5472669979396437
CAID3 Disorder-NOX,caid3,disorder_nox,48.0,0.5475044762757386,0.8465577453781717,0.6970311108269551,0.4067320289351992,0.5681129560053327
CAID3 Disorder-NOX,caid3,disorder_nox,49.0,0.5683751119068935,0.8408918846313527,0.7046334982691231,0.41765654353558535,0.5890801115016362
CAID3 Disorder-NOX,caid3,disorder_nox,50.0,0.5880147717099373,0.8352992893252252,0.7116570305175813,0.42762086611474354,0.6078051145315719
CAID3 Disorder-NOX,caid3,disorder_nox,51.0,0.6085496866606983,0.8295113195105869,0.7190305030856425,0.43816470616728925,0.628408677736032
CAID3 Disorder-NOX,caid3,disorder_nox,52.0,0.624832139659803,0.8247246440520674,0.7247783918559352,0.4463152516980931,0.6444067385771421
CAID3 Disorder-NOX,caid3,disorder_nox,53.0,0.6413384064458371,0.8198402813392922,0.7305893438925646,0.4545864991998008,0.6606471942794813
CAID3 Disorder-NOX,caid3,disorder_nox,54.0,0.658012533572068,0.8148826531858255,0.7364475933789467,0.46296825077677844,0.6768876499818204
CAID3 Disorder-NOX,caid3,disorder_nox,55.0,0.6724485228290062,0.8111949593376804,0.7418217410833433,0.47100845264296615,0.6904617622106412
CAID3 Disorder-NOX,caid3,disorder_nox,56.0,0.6864928379588182,0.8064327056927247,0.7464627718257715,0.47745054483474947,0.7039146770088475
CAID3 Disorder-NOX,caid3,disorder_nox,57.0,0.701712175470009,0.80186582655628,0.7517890010131445,0.48520989934055075,0.719246151981578
CAID3 Disorder-NOX,caid3,disorder_nox,58.0,0.713294538943599,0.7984711944709014,0.7558828667072501,0.4912518030740838,0.7299721245909587
CAID3 Disorder-NOX,caid3,disorder_nox,59.0,0.7256602506714414,0.7949544533177034,0.7603073519945724,0.4978671827715336,0.7415464792146407
CAID3 Disorder-NOX,caid3,disorder_nox,60.0,0.7383616830796778,0.7911690722153027,0.7647653776474903,0.5045057562827067,0.7542116107138529
CAID3 Disorder-NOX,caid3,disorder_nox,61.0,0.7472582811101164,0.788165189146946,0.7677117351285312,0.5087831751632953,0.7626348321415586
CAID3 Disorder-NOX,caid3,disorder_nox,62.0,0.7565465532676813,0.7841844335360344,0.7703654934018578,0.5123280286464226,0.7716640407223367
CAID3 Disorder-NOX,caid3,disorder_nox,63.0,0.7649955237242614,0.7803990524336337,0.7726972880789476,0.5154137177059636,0.7802084595806569
CAID3 Disorder-NOX,caid3,disorder_nox,64.0,0.7730528200537153,0.777199794856766,0.7751263074552407,0.5188553262922855,0.7880256938552903
CAID3 Disorder-NOX,caid3,disorder_nox,65.0,0.7802708146821844,0.7744645517376121,0.7773676832098982,0.5221123981477187,0.7954793358380803
CAID3 Disorder-NOX,caid3,disorder_nox,66.0,0.7883840644583706,0.7709233887708501,0.7796537266146104,0.5252948195577123,0.803417767543328
CAID3 Disorder-NOX,caid3,disorder_nox,67.0,0.7952103849597135,0.7672112731091411,0.7812108290344273,0.5272102884580407,0.8100230275118168
CAID3 Disorder-NOX,caid3,disorder_nox,68.0,0.802652193375112,0.7641097027865289,0.7833809480808205,0.5303630481118302,0.8173554720639923
CAID3 Disorder-NOX,caid3,disorder_nox,69.0,0.809702327663384,0.7599579944806701,0.7848301610720271,0.5320854136090926,0.8242637256090171
CAID3 Disorder-NOX,caid3,disorder_nox,70.0,0.8169203222918532,0.7560016606833223,0.7864609914875877,0.5342127535841751,0.8314749727305781
CAID3 Disorder-NOX,caid3,disorder_nox,71.0,0.8218442256042973,0.7522651232080494,0.7870546744061733,0.5346012569974207,0.8362622712398498
CAID3 Disorder-NOX,caid3,disorder_nox,72.0,0.8283907788719785,0.7477226658851687,0.7880567223785736,0.5356170071596632,0.8423221427705733
CAID3 Disorder-NOX,caid3,disorder_nox,73.0,0.834265890778872,0.7426429286638826,0.7884544097213773,0.5355417850563222,0.848200218155375
CAID3 Disorder-NOX,caid3,disorder_nox,74.0,0.8390778871978514,0.7381737367816934,0.7886258119897724,0.5352115979020118,0.852805720518725
CAID3 Disorder-NOX,caid3,disorder_nox,75.0,0.8443375111906893,0.733167265001099,0.7887523880958942,0.534781233414667,0.85795661131984
CAID3 Disorder-NOX,caid3,disorder_nox,76.0,0.8499328558639212,0.7272816079322051,0.7886072318980631,0.5338253607369046,0.8629863046903405
CAID3 Disorder-NOX,caid3,disorder_nox,77.0,0.8565913160250671,0.7207609837106503,0.7886761498678587,0.5332653404017321,0.8694703672282148
CAID3 Disorder-NOX,caid3,disorder_nox,78.0,0.8619068934646374,0.7147776393875009,0.7883422664260692,0.5321222845526393,0.8746212580293298
CAID3 Disorder-NOX,caid3,disorder_nox,79.0,0.8686213070725156,0.7076464698268493,0.7881338884496825,0.5311980698703199,0.8810447218518968
CAID3 Disorder-NOX,caid3,disorder_nox,80.0,0.8757273948075202,0.698708086062471,0.7872177404349956,0.5290042252044133,0.8876499818203855
CAID3 Disorder-NOX,caid3,disorder_nox,81.0,0.8816025067144136,0.6903069821964979,0.7859547444554558,0.5263502768413976,0.8933462610592655
CAID3 Disorder-NOX,caid3,disorder_nox,82.0,0.8889324082363473,0.6790729479571153,0.7840026780967313,0.5225152320091483,0.9000727184583687
CAID3 Disorder-NOX,caid3,disorder_nox,83.0,0.8955908683974932,0.6669841502429971,0.7812875093202452,0.5174924240381175,0.9062537874197067
CAID3 Disorder-NOX,caid3,disorder_nox,84.0,0.9025290957923008,0.6555058978679756,0.7790174968301382,0.513502997394274,0.9126772512422736
CAID3 Disorder-NOX,caid3,disorder_nox,85.0,0.9114816472694718,0.6398026717464039,0.7756421595079379,0.5078708427321748,0.9210398739546721
CAID3 Disorder-NOX,caid3,disorder_nox,86.0,0.9202663384064458,0.6230737294551494,0.7716700339307976,0.501557481366458,0.9286753120833838
CAID3 Disorder-NOX,caid3,disorder_nox,87.0,0.9275962399283796,0.6058075072654895,0.7667018735969345,0.49377991422074696,0.9354623681977942
CAID3 Disorder-NOX,caid3,disorder_nox,88.0,0.9353178155774395,0.5856106674481647,0.7604642415128021,0.4843111327492347,0.9426736153193552
CAID3 Disorder-NOX,caid3,disorder_nox,89.0,0.9439346463742166,0.5621413046132806,0.7530379754937486,0.47352557319638156,0.9510362380317537
CAID3 Disorder-NOX,caid3,disorder_nox,90.0,0.9528312444046553,0.5309058050650841,0.7418685247348697,0.4574563431132995,0.9595806568900739
CAID3 Disorder-NOX,caid3,disorder_nox,91.0,0.9611123545210385,0.49854690209294944,0.7298296283069939,0.4407289069206724,0.9669737001575567
CAID3 Disorder-NOX,caid3,disorder_nox,92.0,0.9681624888093107,0.46508901751044035,0.7166257531598755,0.4226583190792328,0.9732153678342019
CAID3 Disorder-NOX,caid3,disorder_nox,93.0,0.9751007162041182,0.41954233521381296,0.6973215257089656,0.3962119654553703,0.9792146406496183
CAID3 Disorder-NOX,caid3,disorder_nox,94.0,0.9803043867502238,0.37853811024006645,0.6794212484951452,0.3719563217927332,0.9836383468670464
CAID3 Disorder-NOX,caid3,disorder_nox,95.0,0.9853401969561325,0.3185581361271888,0.6519491665416607,0.33406767071388166,0.9878802569385529
CAID3 Disorder-NOX,caid3,disorder_nox,96.0,0.9891450313339302,0.262534495811659,0.6258397635727946,0.2974425363670335,0.9911525875651436
CAID3 Disorder-NOX,caid3,disorder_nox,97.0,0.9929498657117278,0.1959850538500989,0.5944674597809134,0.25149973261686853,0.9942431220458127
CAID3 Disorder-NOX,caid3,disorder_nox,98.0,0.9977618621307073,0.11524653820792732,0.5565042001693173,0.19059542707483446,0.9983032359713974
CAID3 Disorder-NOX,caid3,disorder_nox,99.0,1.0,0.0004884362712775051,0.5002442181356388,0.01218443965647166,1.0
