dataset,method,kind,operating_point,lo,hi,n_residues,recall
CAID2 Disorder-NOX,rawMSA,DED,calibrated,11,15,230,0.41739130434782606
CAID2 Disorder-NOX,rawMSA,DED,calibrated,16,20,243,0.3991769547325103
CAID2 Disorder-NOX,rawMSA,DED,calibrated,21,30,547,0.396709323583181
CAID2 Disorder-NOX,rawMSA,DED,calibrated,31,50,837,0.44086021505376344
CAID2 Disorder-NOX,rawMSA,DED,calibrated,51,100,2790,0.6268817204301075
CAID2 Disorder-NOX,rawMSA,DED,calibrated,101,200,3563,0.8293572831883245
CAID2 Disorder-NOX,rawMSA,DED,calibrated,201,-1,10468,0.7214367596484524
CAID2 Disorder-NOX,metapredict,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,metapredict,DED,calibrated,6,10,50,0.52
CAID2 Disorder-NOX,metapredict,DED,calibrated,11,15,230,0.6608695652173913
CAID2 Disorder-NOX,metapredict,DED,calibrated,16,20,243,0.3950617283950617
CAID2 Disorder-NOX,metapredict,DED,calibrated,21,30,547,0.7221206581352834
CAID2 Disorder-NOX,metapredict,DED,calibrated,31,50,837,0.5579450418160096
CAID2 Disorder-NOX,metapredict,DED,calibrated,51,100,2790,0.8491039426523298
CAID2 Disorder-NOX,metapredict,DED,calibrated,101,200,3563,0.8380578164468144
CAID2 Disorder-NOX,metapredict,DED,calibrated,201,-1,10468,0.873137179977073
CAID2 Disorder-NOX,disomine,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,disomine,DED,calibrated,6,10,50,0.8
CAID2 Disorder-NOX,disomine,DED,calibrated,11,15,230,0.5521739130434783
CAID2 Disorder-NOX,disomine,DED,calibrated,16,20,243,0.6172839506172839
CAID2 Disorder-NOX,disomine,DED,calibrated,21,30,547,0.7129798903107861
CAID2 Disorder-NOX,disomine,DED,calibrated,31,50,837,0.6606929510155317
CAID2 Disorder-NOX,disomine,DED,calibrated,51,100,2790,0.8605734767025089
CAID2 Disorder-NOX,disomine,DED,calibrated,101,200,3563,0.9143979792309851
CAID2 Disorder-NOX,disomine,DED,calibrated,201,-1,10468,0.8803018723729461
CAID2 Disorder-NOX,s2D,DED,calibrated,1,5,0,
CAID2 Disorder-NOX,s2D,DED,calibrated,6,10,50,1.0
CAID2 Disorder-NOX,s2D,DED,calibrated,11,15,230,0.8478260869565217
CAID2 Disorder-NOX,s2D,DED,calibrated,16,20,243,0.8559670781893004
CAID2 Disorder-NOX,s2D,DED,calibrated,21,30,547,0.7970749542961609
CAID2 Disorder-NOX,s2D,DED,calibrated,31,50,837,0.7933094384707288
CAID2 Disorder-NOX,s2D,DED,calibrated,51,100,2790,0.8347670250896058
CAID2 Disorder-NOX,s2D,DED,calibrated,101,200,3563,0.8133595284872298
CAID2 Disorder-NOX,s2D,DED,calibrated,201,-1,10468,0.869220481467329
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,1,5,0,
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,6,10,270,0.7148148148148148
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,11,15,955,0.6303664921465969
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,16,20,843,0.5966785290628707
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,21,30,1280,0.69375
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,31,50,1872,0.6752136752136753
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,51,100,3671,0.8074094252247344
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,101,200,6723,0.8192771084337349
CAID3 Disorder-PDB,AlphaFold-pLDDT,AF,calibrated,201,-1,6688,0.8557117224880383
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,1,5,0,
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,6,10,270,0.43333333333333335
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,11,15,955,0.46596858638743455
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,16,20,843,0.561091340450771
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,21,30,1280,0.72109375
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,31,50,1872,0.6495726495726496
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,51,100,3671,0.8558975755924816
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,101,200,6723,0.8399524022013982
CAID3 Disorder-PDB,AlphaFold-rsa,AF,calibrated,201,-1,6688,0.9567882775119617
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,1,5,0,
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,6,10,270,0.762962962962963
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,11,15,955,0.749738219895288
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,16,20,843,0.7058125741399762
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,21,30,1280,0.77109375
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,31,50,1872,0.750534188034188
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,51,100,3671,0.8161263960773631
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,101,200,6723,0.8226982002082404
CAID3 Disorder-PDB,AlphaFold3-pLDDT,AF,calibrated,201,-1,6688,0.8817284688995215
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,1,5,0,
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,6,10,270,0.4666666666666667
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,11,15,955,0.4774869109947644
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,16,20,843,0.5895610913404508
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,21,30,1280,0.74765625
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,31,50,1872,0.6709401709401709
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,51,100,3671,0.8697902478888586
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,101,200,6723,0.8533392830581585
CAID3 Disorder-PDB,AlphaFold3-rsa,AF,calibrated,201,-1,6688,0.9373504784688995
CAID3 Disorder-PDB,AIUPred,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,AIUPred,DED,calibrated,6,10,270,0.23333333333333334
CAID3 Disorder-PDB,AIUPred,DED,calibrated,11,15,955,0.3089005235602094
CAID3 Disorder-PDB,AIUPred,DED,calibrated,16,20,843,0.29655990510083036
CAID3 Disorder-PDB,AIUPred,DED,calibrated,21,30,1280,0.51328125
CAID3 Disorder-PDB,AIUPred,DED,calibrated,31,50,1872,0.4545940170940171
CAID3 Disorder-PDB,AIUPred,DED,calibrated,51,100,3671,0.6396077363116317
CAID3 Disorder-PDB,AIUPred,DED,calibrated,101,200,6723,0.6727651346125242
CAID3 Disorder-PDB,AIUPred,DED,calibrated,201,-1,6688,0.7529904306220095
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,6,10,270,0.16666666666666666
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,11,15,955,0.36858638743455496
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,16,20,843,0.46856465005931197
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,21,30,1280,0.56796875
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,31,50,1872,0.594551282051282
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,51,100,3671,0.7736311631707982
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,101,200,6723,0.7928008329614755
CAID3 Disorder-PDB,AIUPred-2-disorder,DED,calibrated,201,-1,6688,0.8621411483253588
CAID3 Disorder-PDB,IUPred3,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,IUPred3,DED,calibrated,6,10,270,0.18888888888888888
CAID3 Disorder-PDB,IUPred3,DED,calibrated,11,15,955,0.33507853403141363
CAID3 Disorder-PDB,IUPred3,DED,calibrated,16,20,843,0.3665480427046263
CAID3 Disorder-PDB,IUPred3,DED,calibrated,21,30,1280,0.4953125
CAID3 Disorder-PDB,IUPred3,DED,calibrated,31,50,1872,0.5603632478632479
CAID3 Disorder-PDB,IUPred3,DED,calibrated,51,100,3671,0.627077090710978
CAID3 Disorder-PDB,IUPred3,DED,calibrated,101,200,6723,0.6644355198572066
CAID3 Disorder-PDB,IUPred3,DED,calibrated,201,-1,6688,0.7824461722488039
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,6,10,270,0.29259259259259257
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,11,15,955,0.33717277486910996
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,16,20,843,0.3250296559905101
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,21,30,1280,0.58125
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,31,50,1872,0.4305555555555556
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,51,100,3671,0.6017433941705257
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,101,200,6723,0.5854529228023204
CAID3 Disorder-PDB,ESpritz-D,DED,calibrated,201,-1,6688,0.7897727272727273
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,6,10,270,0.42962962962962964
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,11,15,955,0.5738219895287958
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,16,20,843,0.4294187425860024
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,21,30,1280,0.57578125
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,31,50,1872,0.5972222222222222
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,51,100,3671,0.6643966221737946
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,101,200,6723,0.6376617581436859
CAID3 Disorder-PDB,ESpritz-N,DED,calibrated,201,-1,6688,0.7359449760765551
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,6,10,270,0.44074074074074077
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,11,15,955,0.518324607329843
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,16,20,843,0.46144721233689207
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,21,30,1280,0.66640625
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,31,50,1872,0.5806623931623932
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,51,100,3671,0.6840098065922092
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,101,200,6723,0.6337944370072884
CAID3 Disorder-PDB,ESpritz-X,DED,calibrated,201,-1,6688,0.7280203349282297
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,6,10,270,0.3074074074074074
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,11,15,955,0.41256544502617803
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,16,20,843,0.33807829181494664
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,21,30,1280,0.51640625
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,31,50,1872,0.48717948717948717
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,51,100,3671,0.5796785616998094
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,101,200,6723,0.5537706381079875
CAID3 Disorder-PDB,MobiDB-lite,DED,calibrated,201,-1,6688,0.6637260765550239
CAID3 Disorder-PDB,flDPnn,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,flDPnn,DED,calibrated,6,10,270,0.5370370370370371
CAID3 Disorder-PDB,flDPnn,DED,calibrated,11,15,955,0.562303664921466
CAID3 Disorder-PDB,flDPnn,DED,calibrated,16,20,843,0.631079478054567
CAID3 Disorder-PDB,flDPnn,DED,calibrated,21,30,1280,0.67109375
CAID3 Disorder-PDB,flDPnn,DED,calibrated,31,50,1872,0.6517094017094017
CAID3 Disorder-PDB,flDPnn,DED,calibrated,51,100,3671,0.734404794333969
CAID3 Disorder-PDB,flDPnn,DED,calibrated,101,200,6723,0.7438643462739848
CAID3 Disorder-PDB,flDPnn,DED,calibrated,201,-1,6688,0.7377392344497608
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,6,10,270,0.5148148148148148
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,11,15,955,0.5162303664921466
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,16,20,843,0.6476868327402135
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,21,30,1280,0.703125
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,31,50,1872,0.7088675213675214
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,51,100,3671,0.7417597384908744
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,101,200,6723,0.7541276215975011
CAID3 Disorder-PDB,flDPnn2,DED,calibrated,201,-1,6688,0.7758672248803827
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,6,10,270,0.6333333333333333
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,11,15,955,0.669109947643979
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,16,20,843,0.7188612099644128
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,21,30,1280,0.8734375
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,31,50,1872,0.7222222222222222
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,51,100,3671,0.8357395804957777
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,101,200,6723,0.8351926223412167
CAID3 Disorder-PDB,flDPnn3a,DED,calibrated,201,-1,6688,0.9058014354066986
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,6,10,270,0.6222222222222222
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,11,15,955,0.5685863874345549
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,16,20,843,0.6512455516014235
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,21,30,1280,0.77578125
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,31,50,1872,0.6538461538461539
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,51,100,3671,0.7752655952056661
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,101,200,6723,0.7344935296742525
CAID3 Disorder-PDB,flDPnn3b,DED,calibrated,201,-1,6688,0.7842404306220095
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,6,10,270,0.44814814814814813
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,11,15,955,0.5225130890052356
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,16,20,843,0.49228944246737844
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,21,30,1280,0.64921875
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,31,50,1872,0.6287393162393162
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,51,100,3671,0.7412149278125851
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,101,200,6723,0.7098021716495612
CAID3 Disorder-PDB,DISOPRED3-diso,DED,calibrated,201,-1,6688,0.8594497607655502
CAID3 Disorder-PDB,SETH-0,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,SETH-0,DED,calibrated,6,10,270,0.6148148148148148
CAID3 Disorder-PDB,SETH-0,DED,calibrated,11,15,955,0.5895287958115183
CAID3 Disorder-PDB,SETH-0,DED,calibrated,16,20,843,0.5931198102016607
CAID3 Disorder-PDB,SETH-0,DED,calibrated,21,30,1280,0.69375
CAID3 Disorder-PDB,SETH-0,DED,calibrated,31,50,1872,0.6095085470085471
CAID3 Disorder-PDB,SETH-0,DED,calibrated,51,100,3671,0.8082266412421684
CAID3 Disorder-PDB,SETH-0,DED,calibrated,101,200,6723,0.8255243195002231
CAID3 Disorder-PDB,SETH-0,DED,calibrated,201,-1,6688,0.8902511961722488
CAID3 Disorder-PDB,SETH-1,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,SETH-1,DED,calibrated,6,10,270,0.6444444444444445
CAID3 Disorder-PDB,SETH-1,DED,calibrated,11,15,955,0.6397905759162303
CAID3 Disorder-PDB,SETH-1,DED,calibrated,16,20,843,0.5765124555160143
CAID3 Disorder-PDB,SETH-1,DED,calibrated,21,30,1280,0.6515625
CAID3 Disorder-PDB,SETH-1,DED,calibrated,31,50,1872,0.5865384615384616
CAID3 Disorder-PDB,SETH-1,DED,calibrated,51,100,3671,0.7771724325796786
CAID3 Disorder-PDB,SETH-1,DED,calibrated,101,200,6723,0.7767365759333631
CAID3 Disorder-PDB,SETH-1,DED,calibrated,201,-1,6688,0.8310406698564593
CAID3 Disorder-PDB,VSL2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,VSL2,DED,calibrated,6,10,270,0.32592592592592595
CAID3 Disorder-PDB,VSL2,DED,calibrated,11,15,955,0.3633507853403141
CAID3 Disorder-PDB,VSL2,DED,calibrated,16,20,843,0.3262158956109134
CAID3 Disorder-PDB,VSL2,DED,calibrated,21,30,1280,0.5328125
CAID3 Disorder-PDB,VSL2,DED,calibrated,31,50,1872,0.5523504273504274
CAID3 Disorder-PDB,VSL2,DED,calibrated,51,100,3671,0.7183328793244348
CAID3 Disorder-PDB,VSL2,DED,calibrated,101,200,6723,0.6567008775844118
CAID3 Disorder-PDB,VSL2,DED,calibrated,201,-1,6688,0.7188995215311005
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,6,10,270,0.362962962962963
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,11,15,955,0.562303664921466
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,16,20,843,0.49466192170818507
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,21,30,1280,0.6375
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,31,50,1872,0.6084401709401709
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,51,100,3671,0.7526559520566604
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,101,200,6723,0.8011304477167931
CAID3 Disorder-PDB,SPOT-Disorder,DED,calibrated,201,-1,6688,0.7984449760765551
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,6,10,270,0.42962962962962964
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,11,15,955,0.5947643979057592
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,16,20,843,0.5504151838671412
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,21,30,1280,0.69921875
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,31,50,1872,0.6538461538461539
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,51,100,3671,0.7820757286842822
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,101,200,6723,0.8340026773761714
CAID3 Disorder-PDB,SPOT-Disorder2,DED,calibrated,201,-1,6688,0.9038576555023924
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,6,10,270,0.4111111111111111
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,11,15,955,0.5109947643979058
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,16,20,843,0.5136417556346382
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,21,30,1280,0.6921875
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,31,50,1872,0.6127136752136753
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,51,100,3671,0.733587578316535
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,101,200,6723,0.7294362635728098
CAID3 Disorder-PDB,SPOT-Disorder-Single,DED,calibrated,201,-1,6688,0.8092105263157895
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,6,10,270,0.4444444444444444
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,11,15,955,0.5308900523560209
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,16,20,843,0.45195729537366547
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,21,30,1280,0.52890625
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,31,50,1872,0.4909188034188034
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,51,100,3671,0.5164805230182512
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,101,200,6723,0.5325003718578015
CAID3 Disorder-PDB,DisEMBL-dis465,DED,calibrated,201,-1,6688,0.5601076555023924
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,6,10,270,0.29259259259259257
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,11,15,955,0.4272251308900524
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,16,20,843,0.27876631079478054
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,21,30,1280,0.45078125
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,31,50,1872,0.36378205128205127
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,51,100,3671,0.34786161808771454
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,101,200,6723,0.2942138926074669
CAID3 Disorder-PDB,DisEMBL-disHL,DED,calibrated,201,-1,6688,0.3264055023923445
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,6,10,270,0.42962962962962964
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,11,15,955,0.48900523560209425
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,16,20,843,0.40094899169632264
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,21,30,1280,0.640625
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,31,50,1872,0.5534188034188035
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,51,100,3671,0.6635794061563607
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,101,200,6723,0.6406366205562992
CAID3 Disorder-PDB,IsUnstruct,DED,calibrated,201,-1,6688,0.7024521531100478
CAID3 Disorder-PDB,RONN,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,RONN,DED,calibrated,6,10,270,0.31851851851851853
CAID3 Disorder-PDB,RONN,DED,calibrated,11,15,955,0.38010471204188484
CAID3 Disorder-PDB,RONN,DED,calibrated,16,20,843,0.4626334519572954
CAID3 Disorder-PDB,RONN,DED,calibrated,21,30,1280,0.54921875
CAID3 Disorder-PDB,RONN,DED,calibrated,31,50,1872,0.5699786324786325
CAID3 Disorder-PDB,RONN,DED,calibrated,51,100,3671,0.6287115227458459
CAID3 Disorder-PDB,RONN,DED,calibrated,101,200,6723,0.6172839506172839
CAID3 Disorder-PDB,RONN,DED,calibrated,201,-1,6688,0.6797248803827751
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,6,10,270,0.5666666666666667
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,11,15,955,0.6471204188481675
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,16,20,843,0.5195729537366548
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,21,30,1280,0.6484375
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,31,50,1872,0.6399572649572649
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,51,100,3671,0.6752928357395805
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,101,200,6723,0.6355793544548565
CAID3 Disorder-PDB,PreDisorder,DED,calibrated,201,-1,6688,0.6753887559808612
CAID3 Disorder-PDB,OPAL,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,OPAL,DED,calibrated,6,10,270,0.6259259259259259
CAID3 Disorder-PDB,OPAL,DED,calibrated,11,15,955,0.6198952879581152
CAID3 Disorder-PDB,OPAL,DED,calibrated,16,20,843,0.693950177935943
CAID3 Disorder-PDB,OPAL,DED,calibrated,21,30,1280,0.8421875
CAID3 Disorder-PDB,OPAL,DED,calibrated,31,50,1872,0.6794871794871795
CAID3 Disorder-PDB,OPAL,DED,calibrated,51,100,3671,0.7567420321438301
CAID3 Disorder-PDB,OPAL,DED,calibrated,101,200,6723,0.5640339134315038
CAID3 Disorder-PDB,OPAL,DED,calibrated,201,-1,6688,0.6007775119617225
CAID3 Disorder-PDB,pyHCA,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,pyHCA,DED,calibrated,6,10,270,0.25925925925925924
CAID3 Disorder-PDB,pyHCA,DED,calibrated,11,15,955,0.32774869109947646
CAID3 Disorder-PDB,pyHCA,DED,calibrated,16,20,843,0.3190984578884935
CAID3 Disorder-PDB,pyHCA,DED,calibrated,21,30,1280,0.56171875
CAID3 Disorder-PDB,pyHCA,DED,calibrated,31,50,1872,0.5085470085470085
CAID3 Disorder-PDB,pyHCA,DED,calibrated,51,100,3671,0.6445110324162353
CAID3 Disorder-PDB,pyHCA,DED,calibrated,101,200,6723,0.6546184738955824
CAID3 Disorder-PDB,pyHCA,DED,calibrated,201,-1,6688,0.7082834928229665
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,6,10,270,0.44074074074074077
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,11,15,955,0.45759162303664924
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,16,20,843,0.4958481613285884
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,21,30,1280,0.61796875
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,31,50,1872,0.5331196581196581
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,51,100,3671,0.6507763552165623
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,101,200,6723,0.7391045664138034
CAID3 Disorder-PDB,DeepIDP-2L,DED,calibrated,201,-1,6688,0.7257775119617225
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,1,5,0,
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,6,10,270,0.4925925925925926
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,11,15,955,0.6083769633507854
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,16,20,843,0.6465005931198102
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,21,30,1280,0.75703125
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,31,50,1872,0.7622863247863247
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,51,100,3671,0.8264777989648597
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,101,200,6723,0.8222519708463484
CAID3 Disorder-PDB,PredIDR-long,DED,calibrated,201,-1,6688,0.8421052631578947
