dataset,method,kind,operating_point,lo,hi,n_residues,recall
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,201,-1,6688,0.6824162679425837
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,6,10,60,0.38333333333333336
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,11,15,314,0.6560509554140127
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,16,20,349,0.4040114613180516
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,21,30,647,0.6615146831530139
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,31,50,1017,0.5850540806293019
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,51,100,2701,0.7130692336171788
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,101,200,6096,0.6085958005249343
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,201,-1,6688,0.6969198564593302
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,6,10,60,0.4
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,11,15,314,0.6273885350318471
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,16,20,349,0.45272206303724927
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,21,30,647,0.6182380216383307
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,31,50,1017,0.6578171091445427
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,51,100,2701,0.7215845982969271
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,101,200,6096,0.6537073490813649
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,201,-1,6688,0.7458133971291866
CAID3 Disorder-NOX,flDPnn,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,flDPnn,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,flDPnn,DED,calibrated,11,15,314,0.6624203821656051
CAID3 Disorder-NOX,flDPnn,DED,calibrated,16,20,349,0.667621776504298
CAID3 Disorder-NOX,flDPnn,DED,calibrated,21,30,647,0.6893353941267388
CAID3 Disorder-NOX,flDPnn,DED,calibrated,31,50,1017,0.7649950835791544
CAID3 Disorder-NOX,flDPnn,DED,calibrated,51,100,2701,0.7982228804146613
CAID3 Disorder-NOX,flDPnn,DED,calibrated,101,200,6096,0.7665682414698163
CAID3 Disorder-NOX,flDPnn,DED,calibrated,201,-1,6688,0.7357954545454546
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,11,15,314,0.5732484076433121
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,16,20,349,0.5873925501432665
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,21,30,647,0.7047913446676971
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,31,50,1017,0.7551622418879056
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,51,100,2701,0.762680488707886
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,101,200,6096,0.7536089238845144
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,201,-1,6688,0.7177033492822966
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,11,15,314,0.7484076433121019
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,16,20,349,0.7220630372492837
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,21,30,647,0.8547140649149922
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,31,50,1017,0.8416912487708947
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,51,100,2701,0.892632358385783
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,101,200,6096,0.8669619422572179
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,201,-1,6688,0.8847188995215312
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,6,10,60,0.5833333333333334
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,11,15,314,0.6719745222929936
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,16,20,349,0.7020057306590258
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,21,30,647,0.7573415765069552
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,31,50,1017,0.7246804326450345
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,51,100,2701,0.8419104035542392
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,101,200,6096,0.7668963254593176
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,201,-1,6688,0.7784090909090909
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,6,10,60,0.3333333333333333
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,11,15,314,0.4171974522292994
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,16,20,349,0.45558739255014324
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,21,30,647,0.5873261205564142
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,31,50,1017,0.647984267453294
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,51,100,2701,0.7586079229914846
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,101,200,6096,0.7162073490813649
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,201,-1,6688,0.8456937799043063
CAID3 Disorder-NOX,SETH-0,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,SETH-0,DED,calibrated,6,10,60,0.6
CAID3 Disorder-NOX,SETH-0,DED,calibrated,11,15,314,0.6305732484076433
CAID3 Disorder-NOX,SETH-0,DED,calibrated,16,20,349,0.5759312320916905
CAID3 Disorder-NOX,SETH-0,DED,calibrated,21,30,647,0.7712519319938176
CAID3 Disorder-NOX,SETH-0,DED,calibrated,31,50,1017,0.6814159292035398
CAID3 Disorder-NOX,SETH-0,DED,calibrated,51,100,2701,0.8781932617549056
CAID3 Disorder-NOX,SETH-0,DED,calibrated,101,200,6096,0.8674540682414699
CAID3 Disorder-NOX,SETH-0,DED,calibrated,201,-1,6688,0.9008672248803827
CAID3 Disorder-NOX,SETH-1,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,SETH-1,DED,calibrated,6,10,60,0.6833333333333333
CAID3 Disorder-NOX,SETH-1,DED,calibrated,11,15,314,0.6751592356687898
CAID3 Disorder-NOX,SETH-1,DED,calibrated,16,20,349,0.5816618911174785
CAID3 Disorder-NOX,SETH-1,DED,calibrated,21,30,647,0.7465224111282844
CAID3 Disorder-NOX,SETH-1,DED,calibrated,31,50,1017,0.6774827925270404
CAID3 Disorder-NOX,SETH-1,DED,calibrated,51,100,2701,0.872639763050722
CAID3 Disorder-NOX,SETH-1,DED,calibrated,101,200,6096,0.8351377952755905
CAID3 Disorder-NOX,SETH-1,DED,calibrated,201,-1,6688,0.8628887559808612
CAID3 Disorder-NOX,VSL2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,VSL2,DED,calibrated,6,10,60,0.45
CAID3 Disorder-NOX,VSL2,DED,calibrated,11,15,314,0.5668789808917197
CAID3 Disorder-NOX,VSL2,DED,calibrated,16,20,349,0.4871060171919771
CAID3 Disorder-NOX,VSL2,DED,calibrated,21,30,647,0.6676970633693973
CAID3 Disorder-NOX,VSL2,DED,calibrated,31,50,1017,0.6686332350049164
CAID3 Disorder-NOX,VSL2,DED,calibrated,51,100,2701,0.8422806368011847
CAID3 Disorder-NOX,VSL2,DED,calibrated,101,200,6096,0.7496719160104987
CAID3 Disorder-NOX,VSL2,DED,calibrated,201,-1,6688,0.7975478468899522
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,6,10,60,0.35
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,11,15,314,0.5668789808917197
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,16,20,349,0.5128939828080229
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,21,30,647,0.5811437403400309
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,31,50,1017,0.6529006882989183
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,51,100,2701,0.801925212884117
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,101,200,6096,0.8316929133858267
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,201,-1,6688,0.791267942583732
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,6,10,60,0.25
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,11,15,314,0.47770700636942676
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,16,20,349,0.5300859598853869
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,21,30,647,0.6506955177743431
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,31,50,1017,0.671583087512291
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,51,100,2701,0.7900777489818586
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,101,200,6096,0.8571194225721784
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,201,-1,6688,0.8912978468899522
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,6,10,60,0.4166666666666667
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,11,15,314,0.6178343949044586
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,16,20,349,0.5558739255014327
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,21,30,647,0.6769706336939721
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,31,50,1017,0.6460176991150443
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,51,100,2701,0.7748981858570899
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,101,200,6096,0.7309711286089239
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,201,-1,6688,0.7857356459330144
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,6,10,60,0.65
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,11,15,314,0.6847133757961783
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,16,20,349,0.5702005730659025
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,21,30,647,0.6553323029366306
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,31,50,1017,0.6637168141592921
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,51,100,2701,0.696408737504628
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,101,200,6096,0.6445209973753281
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,201,-1,6688,0.6821172248803827
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,6,10,60,0.25
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,11,15,314,0.5382165605095541
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,16,20,349,0.2979942693409742
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,21,30,647,0.47295208655332305
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,31,50,1017,0.4808259587020649
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,51,100,2701,0.3746760459089226
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,101,200,6096,0.30282152230971127
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,201,-1,6688,0.32954545454545453
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,6,10,60,0.21666666666666667
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,11,15,314,0.6019108280254777
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,16,20,349,0.3982808022922636
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,21,30,647,0.6414219474497682
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,31,50,1017,0.6116027531956736
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,51,100,2701,0.7182524990744169
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,101,200,6096,0.6515748031496063
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,201,-1,6688,0.6961722488038278
CAID3 Disorder-NOX,RONN,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,RONN,DED,calibrated,6,10,60,0.36666666666666664
CAID3 Disorder-NOX,RONN,DED,calibrated,11,15,314,0.4840764331210191
CAID3 Disorder-NOX,RONN,DED,calibrated,16,20,349,0.5472779369627507
CAID3 Disorder-NOX,RONN,DED,calibrated,21,30,647,0.652241112828439
CAID3 Disorder-NOX,RONN,DED,calibrated,31,50,1017,0.7010816125860374
CAID3 Disorder-NOX,RONN,DED,calibrated,51,100,2701,0.75564605701592
CAID3 Disorder-NOX,RONN,DED,calibrated,101,200,6096,0.7045603674540682
CAID3 Disorder-NOX,RONN,DED,calibrated,201,-1,6688,0.7651016746411483
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,6,10,60,0.6
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,11,15,314,0.6751592356687898
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,16,20,349,0.49570200573065903
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,21,30,647,0.6846986089644513
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,31,50,1017,0.7187807276302851
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,51,100,2701,0.7434283598667161
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,101,200,6096,0.6925853018372703
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,201,-1,6688,0.7136662679425837
CAID3 Disorder-NOX,OPAL,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,OPAL,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,OPAL,DED,calibrated,11,15,314,0.7356687898089171
CAID3 Disorder-NOX,OPAL,DED,calibrated,16,20,349,0.7048710601719198
CAID3 Disorder-NOX,OPAL,DED,calibrated,21,30,647,0.9149922720247295
CAID3 Disorder-NOX,OPAL,DED,calibrated,31,50,1017,0.6470009832841691
CAID3 Disorder-NOX,OPAL,DED,calibrated,51,100,2701,0.8078489448352462
CAID3 Disorder-NOX,OPAL,DED,calibrated,101,200,6096,0.6112204724409449
CAID3 Disorder-NOX,OPAL,DED,calibrated,201,-1,6688,0.6371112440191388
CAID3 Disorder-NOX,pyHCA,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,pyHCA,DED,calibrated,6,10,60,0.35
CAID3 Disorder-NOX,pyHCA,DED,calibrated,11,15,314,0.4713375796178344
CAID3 Disorder-NOX,pyHCA,DED,calibrated,16,20,349,0.3467048710601719
CAID3 Disorder-NOX,pyHCA,DED,calibrated,21,30,647,0.5517774343122102
CAID3 Disorder-NOX,pyHCA,DED,calibrated,31,50,1017,0.6371681415929203
CAID3 Disorder-NOX,pyHCA,DED,calibrated,51,100,2701,0.701592002961866
CAID3 Disorder-NOX,pyHCA,DED,calibrated,101,200,6096,0.6830708661417323
CAID3 Disorder-NOX,pyHCA,DED,calibrated,201,-1,6688,0.7060406698564593
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,11,15,314,0.5191082802547771
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,16,20,349,0.4498567335243553
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,21,30,647,0.6120556414219475
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,31,50,1017,0.6076696165191741
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,51,100,2701,0.7004813032210292
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,101,200,6096,0.77001312335958
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,201,-1,6688,0.7171052631578947
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,6,10,60,0.6
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,11,15,314,0.6910828025477707
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,16,20,349,0.6991404011461319
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,21,30,647,0.8361669242658424
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,31,50,1017,0.8623402163225172
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,51,100,2701,0.8911514253980007
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,101,200,6096,0.9086286089238845
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,201,-1,6688,0.9262858851674641
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,6,10,60,0.7833333333333333
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,11,15,314,0.7643312101910829
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,16,20,349,0.6762177650429799
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,21,30,647,0.8191653786707882
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,31,50,1017,0.8446411012782694
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,51,100,2701,0.8855979266938171
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,101,200,6096,0.8984580052493438
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,201,-1,6688,0.9101375598086124
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,6,10,60,0.16666666666666666
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,11,15,314,0.22611464968152867
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,16,20,349,0.3237822349570201
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,21,30,647,0.40030911901081917
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,31,50,1017,0.6106194690265486
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,51,100,2701,0.7267678637541651
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,101,200,6096,0.7936351706036745
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,201,-1,6688,0.8065191387559809
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,6,10,60,0.16666666666666666
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,11,15,314,0.2611464968152866
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,16,20,349,0.3839541547277937
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,21,30,647,0.508500772797527
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,31,50,1017,0.6784660766961652
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,51,100,2701,0.7904479822288042
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,101,200,6096,0.8218503937007874
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,201,-1,6688,0.8276016746411483
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,6,10,60,0.65
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,11,15,314,0.6401273885350318
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,16,20,349,0.6475644699140402
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,21,30,647,0.839258114374034
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,31,50,1017,0.8918387413962635
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,51,100,2701,0.9148463532025176
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,101,200,6096,0.7872375328083989
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,201,-1,6688,0.8026315789473685
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,6,10,60,0.4666666666666667
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,11,15,314,0.6401273885350318
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,16,20,349,0.6160458452722063
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,21,30,647,0.723338485316847
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,31,50,1017,0.7561455260570304
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,51,100,2701,0.8056275453535727
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,101,200,6096,0.7024278215223098
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,201,-1,6688,0.7020035885167464
CAID3 Disorder-NOX,DisoPred,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisoPred,DED,calibrated,6,10,60,0.3333333333333333
CAID3 Disorder-NOX,DisoPred,DED,calibrated,11,15,314,0.37579617834394907
CAID3 Disorder-NOX,DisoPred,DED,calibrated,16,20,349,0.5472779369627507
CAID3 Disorder-NOX,DisoPred,DED,calibrated,21,30,647,0.723338485316847
CAID3 Disorder-NOX,DisoPred,DED,calibrated,31,50,1017,0.6912487708947886
CAID3 Disorder-NOX,DisoPred,DED,calibrated,51,100,2701,0.8426508700481303
CAID3 Disorder-NOX,DisoPred,DED,calibrated,101,200,6096,0.7778871391076115
CAID3 Disorder-NOX,DisoPred,DED,calibrated,201,-1,6688,0.8898026315789473
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,6,10,60,0.55
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,11,15,314,0.6878980891719745
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,16,20,349,0.6303724928366762
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,21,30,647,0.5765069551777434
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,31,50,1017,0.6735496558505408
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,51,100,2701,0.6364309514994446
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,101,200,6096,0.6719160104986877
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,201,-1,6688,0.7664473684210527
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,6,10,60,0.5333333333333333
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,11,15,314,0.6369426751592356
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,16,20,349,0.6934097421203438
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,21,30,647,0.6893353941267388
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,31,50,1017,0.767944936086529
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,51,100,2701,0.7963717141799334
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,101,200,6096,0.7721456692913385
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,201,-1,6688,0.8362739234449761
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,6,10,60,0.4666666666666667
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,11,15,314,0.6050955414012739
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,16,20,349,0.5186246418338109
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,21,30,647,0.6800618238021638
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,31,50,1017,0.7177974434611603
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,51,100,2701,0.7815623843021103
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,101,200,6096,0.7892060367454068
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,201,-1,6688,0.7713815789473685
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,6,10,60,0.5
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,11,15,314,0.6464968152866242
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,16,20,349,0.6303724928366762
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,21,30,647,0.732612055641422
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,31,50,1017,0.7974434611602753
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,51,100,2701,0.8637541651240281
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,101,200,6096,0.848261154855643
CAID3 Disorder-NOX,rawMSA-disorder,DED,calibrated,201,-1,6688,0.7914174641148325
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,6,10,60,0.4
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,11,15,314,0.6273885350318471
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,16,20,349,0.4699140401146132
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,21,30,647,0.6367851622874807
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,31,50,1017,0.6676499508357916
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,51,100,2701,0.7449092928544984
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,101,200,6096,0.6740485564304461
CAID3 Disorder-NOX,Metapredict-v1,DED,calibrated,201,-1,6688,0.739683014354067
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,6,10,60,0.4666666666666667
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,11,15,314,0.5700636942675159
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,16,20,349,0.5988538681948424
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,21,30,647,0.6970633693972179
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,31,50,1017,0.6991150442477876
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,51,100,2701,0.8337652721214365
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,101,200,6096,0.8151246719160105
CAID3 Disorder-NOX,Metapredict-v2,DED,calibrated,201,-1,6688,0.8769437799043063
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,1,5,0,
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,6,10,60,0.16666666666666666
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,11,15,314,0.4394904458598726
CAID3 Disorder-NOX,Metapredict-v3,DED,calibrated,16,20,349,0.3982808022922636
