dataset,round,reference,method,kind,operating_point,dbacc_short_lt20,dbacc_short_lt20_lo,dbacc_short_lt20_hi,dbacc_short_lt20_p,relbacc_short_lt20,relbacc_short_lt20_lo,relbacc_short_lt20_hi,drecall_short_lt20,dbacc_mid_20_30,dbacc_mid_20_30_lo,dbacc_mid_20_30_hi,dbacc_mid_20_30_p,relbacc_mid_20_30,relbacc_mid_20_30_lo,relbacc_mid_20_30_hi,drecall_mid_20_30,dbacc_long_gt30,dbacc_long_gt30_lo,dbacc_long_gt30_hi,dbacc_long_gt30_p,relbacc_long_gt30,relbacc_long_gt30_lo,relbacc_long_gt30_hi,drecall_long_gt30,interaction_short_minus_long,interaction_lo,interaction_hi,interaction_p
CAID2 Disorder-PDB,caid2,disorder_pdb,SPOT-Disorder,DED,literal,0.012276830806847624,-0.027890510670388415,0.05058556208926079,0.534,0.01809495138233293,-0.03886485122995315,0.07388177793865068,0.055102970203724504,0.03282504493204022,-0.010463645153880532,0.08145612825817429,0.146,0.045081019736306356,-0.01440386436381969,0.11535436445410938,0.09619939845410971,0.08797456869806766,0.055438911343127215,0.12314066261977746,0.001,0.11121418032326039,0.06875608740050015,0.15827021150368997,0.20649844598616457,-0.07569773789122003,-0.1272036980421003,-0.026400553608672887,0.004
CAID2 Disorder-PDB,caid2,disorder_pdb,SPOT-Disorder2,DED,literal,0.03375102910029317,-0.0024208841231162957,0.07286627892520929,0.074,0.049242796672269946,-0.003327379078806647,0.10577663337287627,0.07960461716616017,0.023111714605426107,-0.027002764322318407,0.07571119853515562,0.366,0.0319722715997151,-0.03647034346047143,0.10730821883806949,0.058325988176426036,0.08847985545930956,0.056994118096521336,0.12323165359389339,0.001,0.11181516915441361,0.06994890607184721,0.15894989586925493,0.18906226988419292,-0.05472882635901637,-0.10303731058708805,-0.007374836510215422,0.028
CAID2 Disorder-PDB,caid2,disorder_pdb,SPOT-Disorder-Single,DED,literal,-0.07517186468593418,-0.11763456485277042,-0.03370015416717123,0.002,-0.10850006848099818,-0.16499984336552107,-0.05042015190622371,-0.14837229838284702,-0.12042683927524653,-0.1749133700732831,-0.06626949719895733,0.001,-0.16295571788539195,-0.22670903006050516,-0.0931713750190391,-0.23888224756147172,-0.006535069587409222,-0.047532752433303654,0.02843181949269701,0.794,-0.007995025526093408,-0.0585823353836016,0.03670757864902146,-0.011098708185797087,-0.06863679509852495,-0.12290924213366737,-0.011740528964422205,0.022
CAID2 Disorder-PDB,caid2,disorder_pdb,DisEMBL-dis465,DED,literal,-0.011791011087319522,-0.0493539256827099,0.025607943350648497,0.564,-0.016685066837504516,-0.06971479240813494,0.03862014740938512,0.012675082076477483,-0.07857872817139332,-0.1273384137785039,-0.03277264307919901,0.002,-0.10616098494731899,-0.16649248343528072,-0.046465736034777945,-0.12090035209167013,-0.12296768852481126,-0.15826769880533553,-0.08931833546474985,0.001,-0.15476535004227027,-0.1937057274903906,-0.115329694410637,-0.20967827279850598,0.11117667743749174,0.05764607228119872,0.16094676689708434,0.001
CAID2 Disorder-PDB,caid2,disorder_pdb,DisEMBL-disHL,DED,literal,-0.18912873760175697,-0.2218713308982156,-0.15438614489272207,0.001,-0.27352952722297663,-0.30701886248016835,-0.23508486821054128,-0.3898703760633444,-0.23619891190134057,-0.28075192765409296,-0.18377129075556173,0.001,-0.32004080575940125,-0.35935866027009145,-0.2688124886082976,-0.4840107246625116,-0.2929473118797049,-0.3214211950853552,-0.2621105924335951,0.001,-0.3690987481803682,-0.391240509663332,-0.3438711481326307,-0.5975075246192403,0.1038185742779479,0.055366437346603466,0.14747146478058012,0.001
CAID2 Disorder-PDB,caid2,disorder_pdb,IsUnstruct,DED,literal,0.06722156546213026,0.025886864051257785,0.10973051178481882,0.001,0.09783077368999796,0.036454696527920834,0.16384322300718435,0.24604285094674047,0.025069274199098487,-0.023358665655866622,0.08147233469808642,0.388,0.03468660825011985,-0.030782027661742137,0.11362895767279263,0.16173826842067696,0.033908984312605424,0.0016402860581543916,0.06383082605866028,0.044,0.043035386105509554,0.0020190014728560077,0.08222757002535545,0.17941768864769084,0.03331258114952481,-0.017584313492076988,0.08771239180093138,0.202
CAID2 Disorder-PDB,caid2,disorder_pdb,RONN,DED,literal,0.06097896245000196,0.01713713681849255,0.10423572695147364,0.002,0.08884702923384526,0.024405024670718298,0.15612940474769896,0.2638152358075805,0.030395381786331954,-0.019092906341237545,0.08274298242446941,0.254,0.04193782076155292,-0.025474588564038354,0.11687861056517038,0.2026480744802405,0.006111529407429406,-0.02587904540401096,0.03624808233519869,0.696,0.007980695764318847,-0.03167574306446164,0.04638259859178006,0.15408036972243536,0.05486743304257255,0.0028027497637712513,0.11213178930162884,0.036
CAID2 Disorder-PDB,caid2,disorder_pdb,PreDisorder,DED,literal,0.10236610922997454,0.06986807608962647,0.13797309997844937,0.001,0.14880735590376581,0.09795368370500901,0.20710564570139808,0.3785249825016107,0.0757188793781619,0.02962202593786666,0.12472553965080878,0.001,0.10361925172213304,0.038829716065483647,0.17875539873388038,0.32523052279798537,0.03175160442868173,-0.0028392839415227354,0.06497263353665349,0.068,0.04035535781282155,-0.003414881995832435,0.08443081657118999,0.23729597289902507,0.0706145048012928,0.021419468455485875,0.12200990062142326,0.01
CAID2 Disorder-PDB,caid2,disorder_pdb,OPAL,DED,literal,-0.05209860437936476,-0.1034592707496824,-0.0006456296077545696,0.046,-0.074968970049888,-0.14452932304566535,-0.0009607751677173035,0.3309531036059056,-0.04757801704629935,-0.09962309174277059,0.009018346305145466,0.09,-0.06384043564948469,-0.13180708040635447,0.012814842157228279,0.3399942782720364,-0.13744774304943452,-0.18295964016551014,-0.08996044404962476,0.001,-0.17309535450975552,-0.22866672079945727,-0.11505622763011183,0.16025482626576598,0.0853491386700698,0.021374287702352744,0.15133319892147393,0.006
CAID2 Disorder-PDB,caid2,disorder_pdb,pyHCA,DED,literal,-0.1580790764038353,-0.1940365002330812,-0.12223652502723466,0.001,-0.22859806730740148,-0.270038885567427,-0.18552333587479025,-0.32015196852265965,-0.1812828936426328,-0.2275352687080777,-0.1305836530428793,0.001,-0.24551529971386685,-0.2953046309806928,-0.18729300385336978,-0.3665596030002547,-0.13445530516006157,-0.183016477372299,-0.07849948086478793,0.001,-0.16910712519186333,-0.2263064594837988,-0.10132114963499843,-0.2729044260351122,-0.023623771243773718,-0.08777655770747814,0.036504933555821295,0.458
