dataset,method,kind,operating_point,stratum,n_regions,detection_rate,mean_overlap
CAID3 Disorder-PDB,DARUMA-beta,DED,calibrated,long_gt30,172,0.7267441860465116,0.7003114979804845
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,literal,short_lt20,136,0.3897058823529412,0.37407124684942933
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,literal,mid_20_30,64,0.5625,0.5211629464875107
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,literal,long_gt30,172,0.6569767441860465,0.6254858905401488
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,short_lt20,136,0.5882352941176471,0.5797100502772286
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,mid_20_30,64,0.734375,0.7208369742460119
CAID3 Disorder-PDB,DisoFLAG-IDR,DED,calibrated,long_gt30,172,0.8197674418604651,0.7846884415584742
CAID3 Disorder-PDB,s2D-2,DED,literal,short_lt20,136,0.8235294117647058,0.7660010849864132
CAID3 Disorder-PDB,s2D-2,DED,literal,mid_20_30,64,0.8125,0.7278390999132192
CAID3 Disorder-PDB,s2D-2,DED,literal,long_gt30,172,0.8081395348837209,0.7254741127116182
CAID3 Disorder-PDB,s2D-2,DED,calibrated,short_lt20,136,0.7647058823529411,0.6972342773565797
CAID3 Disorder-PDB,s2D-2,DED,calibrated,mid_20_30,64,0.703125,0.6477491915004799
CAID3 Disorder-PDB,s2D-2,DED,calibrated,long_gt30,172,0.7151162790697675,0.6556331900965735
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,literal,short_lt20,44,0.29545454545454547,0.25648524455342636
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,literal,mid_20_30,32,0.46875,0.4330002683404107
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,literal,long_gt30,131,0.6030534351145038,0.5622400361733904
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,short_lt20,44,0.5909090909090909,0.6032379444874167
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,mid_20_30,32,0.78125,0.7335141326689303
CAID3 Disorder-NOX,AlphaFold-pLDDT,AF,calibrated,long_gt30,131,0.8931297709923665,0.8196034944042004
CAID3 Disorder-NOX,AlphaFold-rsa,AF,literal,short_lt20,44,0.6136363636363636,0.6176001082251082
CAID3 Disorder-NOX,AlphaFold-rsa,AF,literal,mid_20_30,32,0.875,0.8253032822513706
CAID3 Disorder-NOX,AlphaFold-rsa,AF,literal,long_gt30,131,0.9389312977099237,0.908653595942141
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,short_lt20,44,0.5227272727272727,0.48765839589703225
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,mid_20_30,32,0.71875,0.6773239537754154
CAID3 Disorder-NOX,AlphaFold-rsa,AF,calibrated,long_gt30,131,0.8778625954198473,0.8349860309694963
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,literal,short_lt20,44,0.22727272727272727,0.23398690955509138
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,literal,mid_20_30,32,0.53125,0.47779657413114124
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,literal,long_gt30,131,0.6183206106870229,0.5531946487017495
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,short_lt20,44,0.7272727272727273,0.6790798328231483
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,mid_20_30,32,0.84375,0.8017780239500629
CAID3 Disorder-NOX,AlphaFold3-pLDDT,AF,calibrated,long_gt30,131,0.9007633587786259,0.8339328124087328
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,literal,short_lt20,44,0.6363636363636364,0.6273448773448774
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,literal,mid_20_30,32,0.875,0.8469367442451213
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,literal,long_gt30,131,0.9389312977099237,0.9138113993018445
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,short_lt20,44,0.6363636363636364,0.6316795777322093
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,mid_20_30,32,0.875,0.8498579398972952
CAID3 Disorder-NOX,AlphaFold3-rsa,AF,calibrated,long_gt30,131,0.9389312977099237,0.9150622860840394
CAID3 Disorder-NOX,AIUPred,DED,literal,short_lt20,44,0.6363636363636364,0.6315682672590568
CAID3 Disorder-NOX,AIUPred,DED,literal,mid_20_30,32,0.8125,0.7734280485568903
CAID3 Disorder-NOX,AIUPred,DED,literal,long_gt30,131,0.8778625954198473,0.8348403937695172
CAID3 Disorder-NOX,AIUPred,DED,calibrated,short_lt20,44,0.5,0.4284132849473758
CAID3 Disorder-NOX,AIUPred,DED,calibrated,mid_20_30,32,0.5625,0.515428359954222
CAID3 Disorder-NOX,AIUPred,DED,calibrated,long_gt30,131,0.7480916030534351,0.7027419092020479
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,literal,short_lt20,44,0.6590909090909091,0.6413712382154544
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,literal,mid_20_30,32,0.6875,0.6702110353553381
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,literal,long_gt30,131,0.916030534351145,0.8661199460231545
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,short_lt20,44,0.4772727272727273,0.4463949560540469
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,mid_20_30,32,0.59375,0.5613170512299073
CAID3 Disorder-NOX,AIUPred-2-disorder,DED,calibrated,long_gt30,131,0.8549618320610687,0.8010412420889507
CAID3 Disorder-NOX,IUPred3,DED,literal,short_lt20,44,0.38636363636363635,0.36518691195988545
CAID3 Disorder-NOX,IUPred3,DED,literal,mid_20_30,32,0.46875,0.44287082633550023
CAID3 Disorder-NOX,IUPred3,DED,literal,long_gt30,131,0.6946564885496184,0.656950267301859
CAID3 Disorder-NOX,IUPred3,DED,calibrated,short_lt20,44,0.4318181818181818,0.4061470482171299
CAID3 Disorder-NOX,IUPred3,DED,calibrated,mid_20_30,32,0.5,0.47333371056243995
CAID3 Disorder-NOX,IUPred3,DED,calibrated,long_gt30,131,0.7557251908396947,0.6907484418518445
CAID3 Disorder-NOX,ESpritz-D,DED,literal,short_lt20,44,0.25,0.2462121212121212
CAID3 Disorder-NOX,ESpritz-D,DED,literal,mid_20_30,32,0.28125,0.2784449578199578
CAID3 Disorder-NOX,ESpritz-D,DED,literal,long_gt30,131,0.3969465648854962,0.37798441798380916
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,short_lt20,44,0.4772727272727273,0.47597125097125104
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,mid_20_30,32,0.625,0.6133184523809524
CAID3 Disorder-NOX,ESpritz-D,DED,calibrated,long_gt30,131,0.6564885496183206,0.6342034999258206
CAID3 Disorder-NOX,ESpritz-N,DED,literal,short_lt20,44,0.4318181818181818,0.4132778076795456
CAID3 Disorder-NOX,ESpritz-N,DED,literal,mid_20_30,32,0.4375,0.4135447758554955
CAID3 Disorder-NOX,ESpritz-N,DED,literal,long_gt30,131,0.5801526717557252,0.5456960420557948
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,short_lt20,44,0.5227272727272727,0.4767730357135438
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,mid_20_30,32,0.5,0.4751775231750869
CAID3 Disorder-NOX,ESpritz-N,DED,calibrated,long_gt30,131,0.648854961832061,0.6024534444017322
CAID3 Disorder-NOX,ESpritz-X,DED,literal,short_lt20,44,0.18181818181818182,0.17347992916174734
CAID3 Disorder-NOX,ESpritz-X,DED,literal,mid_20_30,32,0.21875,0.2261097423489665
CAID3 Disorder-NOX,ESpritz-X,DED,literal,long_gt30,131,0.2366412213740458,0.2851106679481027
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,short_lt20,44,0.5681818181818182,0.5479170766102585
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,mid_20_30,32,0.59375,0.6038610697807661
CAID3 Disorder-NOX,ESpritz-X,DED,calibrated,long_gt30,131,0.6717557251908397,0.6477540401863892
CAID3 Disorder-NOX,MobiDB-lite,DED,literal,short_lt20,44,0.4772727272727273,0.45590347152847155
CAID3 Disorder-NOX,MobiDB-lite,DED,literal,mid_20_30,32,0.53125,0.49353262208701676
CAID3 Disorder-NOX,MobiDB-lite,DED,literal,long_gt30,131,0.6641221374045801,0.5990570722752753
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,short_lt20,44,0.5454545454545454,0.5484513063319706
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,mid_20_30,32,0.5625,0.5793247893601623
CAID3 Disorder-NOX,MobiDB-lite,DED,calibrated,long_gt30,131,0.7251908396946565,0.6865448342715865
CAID3 Disorder-NOX,flDPnn,DED,literal,short_lt20,44,0.25,0.27992071060252877
CAID3 Disorder-NOX,flDPnn,DED,literal,mid_20_30,32,0.375,0.3590418482969083
CAID3 Disorder-NOX,flDPnn,DED,literal,long_gt30,131,0.366412213740458,0.39065373811629855
CAID3 Disorder-NOX,flDPnn,DED,calibrated,short_lt20,44,0.6818181818181818,0.6462157592540367
CAID3 Disorder-NOX,flDPnn,DED,calibrated,mid_20_30,32,0.65625,0.6710835735856819
CAID3 Disorder-NOX,flDPnn,DED,calibrated,long_gt30,131,0.8244274809160306,0.7711983708058122
CAID3 Disorder-NOX,flDPnn2,DED,literal,short_lt20,44,0.3409090909090909,0.2946963334496757
CAID3 Disorder-NOX,flDPnn2,DED,literal,mid_20_30,32,0.53125,0.4589311901380867
CAID3 Disorder-NOX,flDPnn2,DED,literal,long_gt30,131,0.40458015267175573,0.40009417390933716
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,short_lt20,44,0.5681818181818182,0.5481746280894888
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,mid_20_30,32,0.6875,0.6861621942005187
CAID3 Disorder-NOX,flDPnn2,DED,calibrated,long_gt30,131,0.7938931297709924,0.749197042071321
CAID3 Disorder-NOX,flDPnn3a,DED,literal,short_lt20,44,0.6818181818181818,0.6632701891136664
CAID3 Disorder-NOX,flDPnn3a,DED,literal,mid_20_30,32,0.75,0.7583474024396533
CAID3 Disorder-NOX,flDPnn3a,DED,literal,long_gt30,131,0.8473282442748091,0.802530579702545
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,short_lt20,44,0.7272727272727273,0.7056841689871877
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,mid_20_30,32,0.875,0.8219738716951048
CAID3 Disorder-NOX,flDPnn3a,DED,calibrated,long_gt30,131,0.916030534351145,0.8705393768723207
CAID3 Disorder-NOX,flDPnn3b,DED,literal,short_lt20,44,0.22727272727272727,0.24107596206526685
CAID3 Disorder-NOX,flDPnn3b,DED,literal,mid_20_30,32,0.21875,0.24100272010598098
CAID3 Disorder-NOX,flDPnn3b,DED,literal,long_gt30,131,0.3282442748091603,0.3299080112949451
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,short_lt20,44,0.6590909090909091,0.6481264465863749
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,mid_20_30,32,0.8125,0.7579589811425456
CAID3 Disorder-NOX,flDPnn3b,DED,calibrated,long_gt30,131,0.8091603053435115,0.785016676548669
CAID3 Disorder-NOX,DISOPRED3-diso,DED,literal,short_lt20,44,0.38636363636363635,0.37155007240234517
CAID3 Disorder-NOX,DISOPRED3-diso,DED,literal,mid_20_30,32,0.5,0.47464657184672177
CAID3 Disorder-NOX,DISOPRED3-diso,DED,literal,long_gt30,131,0.732824427480916,0.6572175496027489
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,short_lt20,44,0.4318181818181818,0.4288429058315422
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,mid_20_30,32,0.5625,0.5506363450600706
CAID3 Disorder-NOX,DISOPRED3-diso,DED,calibrated,long_gt30,131,0.816793893129771,0.7291095774205928
CAID3 Disorder-NOX,SETH-0,DED,literal,short_lt20,44,0.4090909090909091,0.3974030481550535
CAID3 Disorder-NOX,SETH-0,DED,literal,mid_20_30,32,0.6875,0.5506754109555834
CAID3 Disorder-NOX,SETH-0,DED,literal,long_gt30,131,0.7633587786259542,0.7129135925127632
CAID3 Disorder-NOX,SETH-0,DED,calibrated,short_lt20,44,0.5454545454545454,0.5908287165816014
CAID3 Disorder-NOX,SETH-0,DED,calibrated,mid_20_30,32,0.8125,0.7564819685111102
CAID3 Disorder-NOX,SETH-0,DED,calibrated,long_gt30,131,0.8931297709923665,0.8341243809219845
CAID3 Disorder-NOX,SETH-1,DED,literal,short_lt20,44,0.4772727272727273,0.472181665337977
CAID3 Disorder-NOX,SETH-1,DED,literal,mid_20_30,32,0.6875,0.5970558733218028
CAID3 Disorder-NOX,SETH-1,DED,literal,long_gt30,131,0.8320610687022901,0.7345792217338396
CAID3 Disorder-NOX,SETH-1,DED,calibrated,short_lt20,44,0.6136363636363636,0.6317548020395967
CAID3 Disorder-NOX,SETH-1,DED,calibrated,mid_20_30,32,0.84375,0.7287065922167122
CAID3 Disorder-NOX,SETH-1,DED,calibrated,long_gt30,131,0.8931297709923665,0.8154020857217638
CAID3 Disorder-NOX,VSL2,DED,literal,short_lt20,44,0.6818181818181818,0.6885668179117377
CAID3 Disorder-NOX,VSL2,DED,literal,mid_20_30,32,0.78125,0.7520995487070262
CAID3 Disorder-NOX,VSL2,DED,literal,long_gt30,131,0.916030534351145,0.8508153570764837
CAID3 Disorder-NOX,VSL2,DED,calibrated,short_lt20,44,0.5227272727272727,0.5265137872494333
CAID3 Disorder-NOX,VSL2,DED,calibrated,mid_20_30,32,0.65625,0.6384746283340736
CAID3 Disorder-NOX,VSL2,DED,calibrated,long_gt30,131,0.8473282442748091,0.7695851932553219
CAID3 Disorder-NOX,SPOT-Disorder,DED,literal,short_lt20,44,0.5227272727272727,0.47283023163704985
CAID3 Disorder-NOX,SPOT-Disorder,DED,literal,mid_20_30,32,0.625,0.5604761653402958
CAID3 Disorder-NOX,SPOT-Disorder,DED,literal,long_gt30,131,0.8015267175572519,0.762527752676225
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,short_lt20,44,0.5454545454545454,0.5043749810795265
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,mid_20_30,32,0.625,0.5884952337351138
CAID3 Disorder-NOX,SPOT-Disorder,DED,calibrated,long_gt30,131,0.8091603053435115,0.7816565856081622
CAID3 Disorder-NOX,SPOT-Disorder2,DED,literal,short_lt20,44,0.4090909090909091,0.42495776839025506
CAID3 Disorder-NOX,SPOT-Disorder2,DED,literal,mid_20_30,32,0.71875,0.6196049628053938
CAID3 Disorder-NOX,SPOT-Disorder2,DED,literal,long_gt30,131,0.8473282442748091,0.7708911289169231
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,short_lt20,44,0.4318181818181818,0.44833676610080353
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,mid_20_30,32,0.75,0.6491767287906719
CAID3 Disorder-NOX,SPOT-Disorder2,DED,calibrated,long_gt30,131,0.8625954198473282,0.7994970276400366
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,literal,short_lt20,44,0.3409090909090909,0.3271616956276047
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,literal,mid_20_30,32,0.46875,0.40504032087006225
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,literal,long_gt30,131,0.5877862595419847,0.553152264705466
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,short_lt20,44,0.5681818181818182,0.5527111777111776
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,mid_20_30,32,0.6875,0.670529139186373
CAID3 Disorder-NOX,SPOT-Disorder-Single,DED,calibrated,long_gt30,131,0.7938931297709924,0.7349376275328341
CAID3 Disorder-NOX,DisEMBL-dis465,DED,literal,short_lt20,44,0.45454545454545453,0.40564014003009224
CAID3 Disorder-NOX,DisEMBL-dis465,DED,literal,mid_20_30,32,0.40625,0.4341522128511446
CAID3 Disorder-NOX,DisEMBL-dis465,DED,literal,long_gt30,131,0.3816793893129771,0.4296412585881602
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,short_lt20,44,0.7045454545454546,0.6351214276154468
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,mid_20_30,32,0.71875,0.6543777466945571
CAID3 Disorder-NOX,DisEMBL-dis465,DED,calibrated,long_gt30,131,0.7633587786259542,0.6658375147224977
CAID3 Disorder-NOX,DisEMBL-disHL,DED,literal,short_lt20,44,0.0,0.0036894923258559624
CAID3 Disorder-NOX,DisEMBL-disHL,DED,literal,mid_20_30,32,0.0,0.007391308404239439
CAID3 Disorder-NOX,DisEMBL-disHL,DED,literal,long_gt30,131,0.0,0.0016259275609989987
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,short_lt20,44,0.4318181818181818,0.41575794971516905
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,mid_20_30,32,0.4375,0.4636551627806781
CAID3 Disorder-NOX,DisEMBL-disHL,DED,calibrated,long_gt30,131,0.31297709923664124,0.35834440224949854
CAID3 Disorder-NOX,IsUnstruct,DED,literal,short_lt20,44,0.6136363636363636,0.6169996487430698
CAID3 Disorder-NOX,IsUnstruct,DED,literal,mid_20_30,32,0.78125,0.7589797454232424
CAID3 Disorder-NOX,IsUnstruct,DED,literal,long_gt30,131,0.8473282442748091,0.7796460159449361
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,short_lt20,44,0.4772727272727273,0.48367522960824405
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,mid_20_30,32,0.625,0.6022912490467776
CAID3 Disorder-NOX,IsUnstruct,DED,calibrated,long_gt30,131,0.7175572519083969,0.6696605425267549
CAID3 Disorder-NOX,RONN,DED,literal,short_lt20,44,0.5454545454545454,0.5242497757933656
CAID3 Disorder-NOX,RONN,DED,literal,mid_20_30,32,0.75,0.6903049658882681
CAID3 Disorder-NOX,RONN,DED,literal,long_gt30,131,0.8625954198473282,0.7593262669827475
CAID3 Disorder-NOX,RONN,DED,calibrated,short_lt20,44,0.45454545454545453,0.4775702572828241
CAID3 Disorder-NOX,RONN,DED,calibrated,mid_20_30,32,0.6875,0.6391408679644249
CAID3 Disorder-NOX,RONN,DED,calibrated,long_gt30,131,0.8091603053435115,0.7271091440885987
CAID3 Disorder-NOX,PreDisorder,DED,literal,short_lt20,44,0.6818181818181818,0.7109343860786304
CAID3 Disorder-NOX,PreDisorder,DED,literal,mid_20_30,32,0.78125,0.7840408484430224
CAID3 Disorder-NOX,PreDisorder,DED,literal,long_gt30,131,0.9083969465648855,0.8239322757429963
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,short_lt20,44,0.5681818181818182,0.5932468563818831
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,mid_20_30,32,0.6875,0.6757455435688194
CAID3 Disorder-NOX,PreDisorder,DED,calibrated,long_gt30,131,0.7709923664122137,0.7188144038381449
CAID3 Disorder-NOX,OPAL,DED,literal,short_lt20,44,0.7727272727272727,0.7570492783165172
CAID3 Disorder-NOX,OPAL,DED,literal,mid_20_30,32,0.96875,0.96875
CAID3 Disorder-NOX,OPAL,DED,literal,long_gt30,131,0.9083969465648855,0.8559305216038804
CAID3 Disorder-NOX,OPAL,DED,calibrated,short_lt20,44,0.6363636363636364,0.6371575244930509
CAID3 Disorder-NOX,OPAL,DED,calibrated,mid_20_30,32,0.9375,0.9242164312137138
CAID3 Disorder-NOX,OPAL,DED,calibrated,long_gt30,131,0.732824427480916,0.6855467174851164
CAID3 Disorder-NOX,pyHCA,DED,literal,short_lt20,44,0.22727272727272727,0.21549194455277343
CAID3 Disorder-NOX,pyHCA,DED,literal,mid_20_30,32,0.28125,0.2543523952898953
CAID3 Disorder-NOX,pyHCA,DED,literal,long_gt30,131,0.33587786259541985,0.38323673917399614
CAID3 Disorder-NOX,pyHCA,DED,calibrated,short_lt20,44,0.4318181818181818,0.42281796671836774
CAID3 Disorder-NOX,pyHCA,DED,calibrated,mid_20_30,32,0.53125,0.49720434155216764
CAID3 Disorder-NOX,pyHCA,DED,calibrated,long_gt30,131,0.732824427480916,0.6797064668139412
CAID3 Disorder-NOX,DeepIDP-2L,DED,literal,short_lt20,44,0.5909090909090909,0.5470714384475642
CAID3 Disorder-NOX,DeepIDP-2L,DED,literal,mid_20_30,32,0.625,0.6244716521089273
CAID3 Disorder-NOX,DeepIDP-2L,DED,literal,long_gt30,131,0.7709923664122137,0.7543945220214264
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,short_lt20,44,0.5227272727272727,0.4974202629546705
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,mid_20_30,32,0.625,0.5786409332206746
CAID3 Disorder-NOX,DeepIDP-2L,DED,calibrated,long_gt30,131,0.7404580152671756,0.7191319791686703
CAID3 Disorder-NOX,PredIDR-long,DED,literal,short_lt20,44,0.5681818181818182,0.5429233422548931
CAID3 Disorder-NOX,PredIDR-long,DED,literal,mid_20_30,32,0.84375,0.7596575906948846
CAID3 Disorder-NOX,PredIDR-long,DED,literal,long_gt30,131,0.8778625954198473,0.851766641204693
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,short_lt20,44,0.7045454545454546,0.6481703512619288
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,mid_20_30,32,0.875,0.8464796701542392
CAID3 Disorder-NOX,PredIDR-long,DED,calibrated,long_gt30,131,0.916030534351145,0.8943032963911829
CAID3 Disorder-NOX,PredIDR-short,DED,literal,short_lt20,44,0.7272727272727273,0.6414822792329476
CAID3 Disorder-NOX,PredIDR-short,DED,literal,mid_20_30,32,0.875,0.7748453003733176
CAID3 Disorder-NOX,PredIDR-short,DED,literal,long_gt30,131,0.8931297709923665,0.8468364107726581
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,short_lt20,44,0.7727272727272727,0.7079802160851627
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,mid_20_30,32,0.90625,0.830897357906822
CAID3 Disorder-NOX,PredIDR-short,DED,calibrated,long_gt30,131,0.916030534351145,0.882973467826081
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,literal,short_lt20,44,0.6136363636363636,0.5562137227745517
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,literal,mid_20_30,32,0.875,0.8111477082457217
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,literal,long_gt30,131,0.916030534351145,0.8959495236484942
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,short_lt20,44,0.22727272727272727,0.22627719502719498
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,mid_20_30,32,0.40625,0.4102087332020803
CAID3 Disorder-NOX,PredIDR2-Prof-Art,DED,calibrated,long_gt30,131,0.8091603053435115,0.7361382272777137
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,literal,short_lt20,44,0.4772727272727273,0.46903001929739907
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,literal,mid_20_30,32,0.75,0.7057311246315181
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,literal,long_gt30,131,0.9389312977099237,0.9022693717664949
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,short_lt20,44,0.3181818181818182,0.26972317455272
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,mid_20_30,32,0.59375,0.4974162311985588
CAID3 Disorder-NOX,PredIDR2-Seq-Art,DED,calibrated,long_gt30,131,0.8549618320610687,0.7812548013730111
CAID3 Disorder-NOX,AUCpred-profile,DED,literal,short_lt20,44,0.5227272727272727,0.4974025974025975
CAID3 Disorder-NOX,AUCpred-profile,DED,literal,mid_20_30,32,0.6875,0.6760891609397044
CAID3 Disorder-NOX,AUCpred-profile,DED,literal,long_gt30,131,0.7786259541984732,0.7364527080748041
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,short_lt20,44,0.6363636363636364,0.6349708168391323
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,mid_20_30,32,0.8125,0.8156390343754474
CAID3 Disorder-NOX,AUCpred-profile,DED,calibrated,long_gt30,131,0.8854961832061069,0.8494204884451231
CAID3 Disorder-NOX,AUCpred-no-profile,DED,literal,short_lt20,44,0.45454545454545453,0.463073038073038
CAID3 Disorder-NOX,AUCpred-no-profile,DED,literal,mid_20_30,32,0.59375,0.5879388081308996
CAID3 Disorder-NOX,AUCpred-no-profile,DED,literal,long_gt30,131,0.6717557251908397,0.6175988714891166
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,short_lt20,44,0.6363636363636364,0.6158309128404823
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,mid_20_30,32,0.6875,0.6884575559823873
CAID3 Disorder-NOX,AUCpred-no-profile,DED,calibrated,long_gt30,131,0.7786259541984732,0.745495982373724
CAID3 Disorder-NOX,DisoPred,DED,literal,short_lt20,44,0.29545454545454547,0.3133233177641072
CAID3 Disorder-NOX,DisoPred,DED,literal,mid_20_30,32,0.65625,0.6100196343234199
CAID3 Disorder-NOX,DisoPred,DED,literal,long_gt30,131,0.7938931297709924,0.7221454008617022
CAID3 Disorder-NOX,DisoPred,DED,calibrated,short_lt20,44,0.4090909090909091,0.3933558218097692
CAID3 Disorder-NOX,DisoPred,DED,calibrated,mid_20_30,32,0.75,0.7051637373849705
CAID3 Disorder-NOX,DisoPred,DED,calibrated,long_gt30,131,0.8473282442748091,0.7920595939375382
CAID3 Disorder-NOX,DisPredict2,DED,literal,short_lt20,44,0.5,0.4575620086983724
CAID3 Disorder-NOX,DisPredict2,DED,literal,mid_20_30,32,0.375,0.36473353373887485
CAID3 Disorder-NOX,DisPredict2,DED,literal,long_gt30,131,0.4732824427480916,0.4736975493029604
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,short_lt20,44,0.5909090909090909,0.6097707847707847
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,mid_20_30,32,0.6875,0.6292529689062673
CAID3 Disorder-NOX,DisPredict2,DED,calibrated,long_gt30,131,0.6870229007633588,0.6698981837461356
CAID3 Disorder-NOX,DisPredict3,DED,literal,short_lt20,44,0.36363636363636365,0.3557987499295901
CAID3 Disorder-NOX,DisPredict3,DED,literal,mid_20_30,32,0.46875,0.39157998971154895
CAID3 Disorder-NOX,DisPredict3,DED,literal,long_gt30,131,0.48091603053435117,0.4827004569377798
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,short_lt20,44,0.6363636363636364,0.6342816850644742
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,mid_20_30,32,0.71875,0.6776680592333704
CAID3 Disorder-NOX,DisPredict3,DED,calibrated,long_gt30,131,0.8396946564885496,0.7825157537495634
CAID3 Disorder-NOX,IDP-Fusion,DED,literal,short_lt20,44,0.6136363636363636,0.6030020423059755
CAID3 Disorder-NOX,IDP-Fusion,DED,literal,mid_20_30,32,0.75,0.7182524296078456
CAID3 Disorder-NOX,IDP-Fusion,DED,literal,long_gt30,131,0.8931297709923665,0.848551112303588
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,short_lt20,44,0.5454545454545454,0.5387499551102493
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,mid_20_30,32,0.6875,0.6694265637570547
CAID3 Disorder-NOX,IDP-Fusion,DED,calibrated,long_gt30,131,0.816793893129771,0.7714598198484168
CAID3 Disorder-NOX,rawMSA-disorder,DED,literal,short_lt20,44,0.3181818181818182,0.30941179846594286
CAID3 Disorder-NOX,rawMSA-disorder,DED,literal,mid_20_30,32,0.375,0.3264210852050526
CAID3 Disorder-NOX,rawMSA-disorder,DED,literal,long_gt30,131,0.4580152671755725,0.4371317536986311
